類型代號,基金統編,基金名稱,手續費_累積金額,手續費_比率,交易稅_累積金額,交易稅_比率,經理費_累積金額,經理費_比率,保管費_累積金額,保管費_比率,保證費_累積金額,保證費_比率,其他項費用_累積金額,其他項費用_比率,合計_累積金額,合計_比率
AB1,99353151,第一金中概平衡基金,423539,0.17%,762085,0.30%,3025244,1.20%,302532,0.12%,0,0.00%,180495,0.07%,4693895,1.86%
AG,48892846,第一金全球不動產證券化基金,76205,0.05%,16987,0.01%,2907682,1.75%,382142,0.23%,0,0.00%,180000,0.11%,3563016,2.14%
AA2,10338642,第一金全球大趨勢基金,384681,0.07%,9256,0.00%,9973669,1.85%,1293871,0.24%,0,0.00%,200495,0.04%,11861972,2.20%
AC23,25593418,第一金全球高收益債券基金,0,0.00%,0,0.00%,52755700,1.50%,5979104,0.17%,0,0.00%,253140,0.01%,58987944,1.68%
AA2,25620512,第一金中國世紀基金,10984041,0.45%,6593094,0.27%,44169877,1.80%,6134714,0.25%,0,0.00%,352432,0.01%,68234158,2.78%
AA2,25652648,第一金亞洲新興市場基金,590291,0.16%,242631,0.07%,6894429,1.85%,968953,0.26%,0,0.00%,382691,0.10%,9078995,2.44%
AA1,26202396,第一金創新趨勢基金,3702417,0.32%,6765666,0.58%,18626390,1.60%,1862643,0.16%,0,0.00%,180745,0.02%,31137861,2.67%
AB2,38539992,第一金全球多重資產入息平衡基金,99298,0.08%,5095,0.00%,1871220,1.55%,301810,0.25%,0,0.00%,160243,0.13%,2437666,2.02%
AD2,38646796,第一金人民幣貨幣市場基金,0,0.00%,0,0.00%,1887234,0.40%,518981,0.11%,0,0.00%,185905,0.04%,2592120,0.55%
AC23,42334486,第一金中國高收益債券基金,0,0.00%,0,0.00%,5154332,1.60%,805321,0.25%,0,0.00%,300323,0.09%,6259976,1.94%
AA2,42399017,第一金全球AI機器人及自動化產業基金,9020147,0.12%,488242,0.01%,152923008,2.00%,19879968,0.26%,0,0.00%,169414,0.00%,182480779,2.39%
AA2,42455621,第一金全球AI FinTech金融科技基金,1291667,0.10%,165246,0.01%,25014349,2.00%,3251866,0.26%,0,0.00%,224162,0.02%,29947290,2.39%
AE23,42480678,第一金全球大四喜收益組合基金,208238,0.05%,3279,0.00%,5719422,1.30%,660032,0.15%,0,0.00%,200450,0.05%,6791421,1.54%
AA2,42539761,第一金全球水電瓦斯及基礎建設收益基金,3530789,0.15%,393605,0.02%,41626664,1.80%,6012712,0.26%,0,0.00%,203285,0.01%,51767055,2.24%
AH11,72949242,第一金臺灣工業菁英30 ETF基金,208213,0.08%,292344,0.11%,1085904,0.40%,95009,0.04%,0,0.00%,623762,0.23%,2305232,0.85%
AA2,72960196,第一金全球AI精準醫療基金,8344597,0.26%,949877,0.03%,63717538,2.00%,8920457,0.28%,0,0.00%,215453,0.01%,82147922,2.58%
AA2,73723123,第一金全球AI人工智慧基金,6075274,0.35%,797904,0.05%,32547895,1.88%,4393966,0.25%,0,0.00%,200025,0.01%,44015064,2.54%
AH22,75970632,第一金彭博巴克萊美國20年期以上公債指數ETF基金,0,0.00%,0,0.00%,104776,0.08%,88259,0.07%,0,0.00%,414932,0.32%,607967,0.46%
AH22,75970725,第一金彭博巴克萊美國10年期以上金融債券指數ETF基金,0,0.00%,0,0.00%,1822237,0.18%,1149676,0.11%,0,0.00%,658813,0.06%,3630726,0.36%
AH22,75970788,第一金彭博巴克萊美國10年期以上科技業公司債券指數ETF基金,0,0.00%,0,0.00%,209722,0.19%,123204,0.11%,0,0.00%,520009,0.48%,852935,0.79%
AC21,76305220,第一金美國100大企業債券基金,0,0.00%,0,0.00%,30041056,0.60%,5155312,0.10%,0,0.00%,215623,0.00%,35411991,0.71%
AC21,76348683,第一金全球富裕國家債券基金,0,0.00%,0,0.00%,4721870,0.12%,983744,0.02%,0,0.00%,76860,0.00%,5782474,0.14%
AB1,971080,匯豐安富基金,432818,0.06%,707369,0.10%,8340306,1.20%,2000000,0.29%,0,0.00%,210493,0.03%,11690986,1.68%
AA1,76941376,匯豐成功基金,1094885,0.18%,1788724,0.29%,4330149,0.70%,866033,0.14%,0,0.00%,165347,0.03%,8245138,1.33%
AA1,1031298,匯豐龍鳳基金,1832276,0.10%,3056042,0.17%,21154378,1.20%,2115434,0.12%,0,0.00%,165537,0.01%,28323667,1.61%
AA1,92017794,匯豐龍騰電子基金,1302400,0.12%,2264659,0.20%,13476057,1.20%,1684509,0.15%,0,0.00%,165525,0.01%,18893150,1.68%
AD1,97993027,匯豐富泰二號貨幣市場基金,0,0.00%,0,0.00%,381829,0.05%,381829,0.05%,0,0.00%,175370,0.02%,939028,0.12%
AA1,73987671,匯豐台灣精典基金,569501,0.10%,949068,0.17%,8359037,1.50%,724460,0.13%,0,0.00%,165612,0.03%,10767678,1.93%
AA2,48686374,匯豐金磚動力基金,4476989,0.21%,2420609,0.11%,43320676,2.00%,6931300,0.32%,0,0.00%,1779940,0.08%,58929514,2.72%
AA2,48784327,匯豐新鑽動力基金,3166908,0.30%,1735867,0.17%,20813826,2.00%,3330211,0.32%,0,0.00%,849813,0.08%,29896625,2.87%
AE21,48865209,匯豐全球趨勢組合基金,308544,0.06%,0,0.00%,5775148,1.20%,625644,0.13%,0,0.00%,170060,0.04%,6879396,1.43%
AA2,48925001,匯豐全球關鍵資源基金,593244,0.05%,372489,0.03%,21047961,1.80%,3157191,0.27%,0,0.00%,402055,0.03%,25572940,2.19%
AA2,25500903,匯豐中國動力基金,2504785,0.26%,1680218,0.17%,17625502,1.80%,2447998,0.25%,0,0.00%,1241386,0.13%,25499889,2.60%
AE22,25617919,匯豐雙高收益債券組合基金,0,0.00%,0,0.00%,1358973,1.00%,190262,0.14%,0,0.00%,170060,0.13%,1719295,1.27%
AA2,25651866,匯豐黃金及礦業股票型基金,3719912,0.66%,637619,0.11%,10131162,1.80%,1519938,0.27%,0,0.00%,432400,0.08%,16441031,2.92%
AC21,25695077,匯豐資源豐富國家債券基金,0,0.00%,0,0.00%,17640786,1.20%,3675160,0.25%,0,0.00%,170060,0.01%,21486006,1.46%
AC23,26286281,匯豐亞洲高收益債券基金,0,0.00%,0,0.00%,9229370,1.50%,1353649,0.22%,0,0.00%,171156,0.03%,10754175,1.75%
AC23,26396604,匯豐中國高收益債券基金,0,0.00%,0,0.00%,6320574,1.09%,1328375,0.23%,0,0.00%,174857,0.03%,7823806,1.35%
AA2,38482745,匯豐中國A股匯聚基金,25409349,0.42%,12948274,0.22%,107868786,1.80%,15581063,0.26%,0,0.00%,2420505,0.04%,164227977,2.74%
AB2,38647535,匯豐中國多元資產入息平衡基金,1722862,0.14%,926123,0.08%,17959427,1.50%,2993245,0.25%,0,0.00%,2190447,0.18%,25792104,2.15%
AA2,42325064,匯豐中國科技精選基金,1380714,0.22%,849511,0.13%,12625139,2.00%,1641263,0.26%,0,0.00%,1775171,0.28%,18271798,2.89%
AA1,974066,元大2001基金,2486303,0.20%,3990272,0.32%,14793287,1.20%,2465540,0.20%,0,0.00%,180245,0.01%,23915647,1.94%
AA1,1032058,元大多福基金,11225265,0.51%,18032527,0.82%,32712347,1.49%,3284191,0.15%,0,0.00%,230385,0.01%,65484715,2.99%
AA1,92001765,元大多多基金,3995316,0.60%,6463877,0.98%,11542349,1.75%,991993,0.15%,0,0.00%,200235,0.03%,23193770,3.51%
AD1,92017204,元大得利貨幣市場基金,0,0.00%,0,0.00%,19865773,0.07%,8513908,0.03%,0,0.00%,1230595,0.00%,29610276,0.10%
AA1,92026219,元大卓越基金,10076498,0.36%,15941017,0.57%,48015904,1.71%,3740517,0.13%,0,0.00%,150435,0.01%,77924371,2.77%
AA1,20080023,元大店頭基金,2745459,0.28%,4699389,0.48%,15600326,1.60%,1462522,0.15%,0,0.00%,150290,0.02%,24657986,2.53%
AD1,20081331,元大萬泰貨幣市場基金,0,0.00%,0,0.00%,16632305,0.07%,7722142,0.03%,0,0.00%,1074777,0.00%,25429224,0.11%
AA1,81584335,元大高科技基金,15133368,0.50%,24728164,0.82%,47972883,1.60%,4497452,0.15%,0,0.00%,210395,0.01%,92542262,3.09%
AA1,83863951,元大經貿基金,4953129,0.51%,7982501,0.82%,15499143,1.59%,1458734,0.15%,0,0.00%,150315,0.02%,30043822,3.09%
AA1,17139204,元大新主流基金,9190182,0.46%,15012504,0.75%,32921876,1.65%,3094314,0.16%,0,0.00%,180245,0.01%,60399121,3.03%
AD1,13530495,元大得寶貨幣市場基金,0,0.00%,0,0.00%,9721312,0.07%,4166280,0.03%,0,0.00%,874036,0.01%,14761628,0.11%
AH11,98764389,元大台灣卓越50基金,9663731,0.01%,11468817,0.01%,269103615,0.32%,29433217,0.04%,0,0.00%,38211194,0.05%,357880574,0.43%
AI1,99346928,元大台灣加權股價指數基金,1625139,0.07%,2157204,0.09%,17058970,0.70%,2436984,0.10%,0,0.00%,817622,0.03%,24095919,0.99%
AE23,99967974,元大全球ETF穩健組合基金,1390888,0.14%,2719,0.00%,9570533,0.99%,1400467,0.15%,0,0.00%,151616,0.02%,12516223,1.30%
AG,21718388,元大全球不動產證券化基金,10220296,0.47%,1038195,0.05%,38946050,1.80%,5409147,0.25%,0,0.00%,310258,0.01%,55923946,2.58%
AA2,48708243,元大亞太成長基金,3730150,0.45%,423492,0.05%,15036194,1.80%,2171888,0.26%,0,0.00%,387690,0.05%,21749414,2.60%
AE21,48760113,元大全球新興市場精選組合基金,872162,0.13%,13127,0.00%,7865391,1.16%,881792,0.13%,0,0.00%,180950,0.03%,9813422,1.45%
AH11,48772770,元大台灣中型100基金,104772,0.03%,167535,0.05%,1234056,0.40%,107969,0.04%,0,0.00%,435795,0.14%,2050127,0.66%
AE21,48789815,元大全球ETF成長組合基金,3654077,0.43%,16601,0.00%,10006788,1.19%,1178187,0.14%,0,0.00%,150010,0.02%,15005663,1.78%
AG,48885346,元大全球地產建設入息基金,3376555,0.42%,455578,0.06%,14140393,1.75%,2020079,0.25%,0,0.00%,193921,0.02%,20186526,2.50%
AH11,48903175,元大台灣金融基金,115365,0.02%,179780,0.03%,2863425,0.40%,250555,0.04%,0,0.00%,798835,0.11%,4207960,0.59%
AH11,48903180,元大台商收成基金,95212,0.04%,145404,0.06%,969884,0.40%,84871,0.04%,0,0.00%,1581104,0.65%,2876475,1.19%
AH11,48903196,元大台灣電子科技基金,17010,0.01%,15059,0.01%,908996,0.40%,79545,0.04%,0,0.00%,457268,0.20%,1477878,0.65%
AA2,48952816,元大全球公用能源效率基金,1245353,0.21%,341892,0.06%,10906181,1.80%,1575340,0.26%,0,0.00%,218410,0.04%,14287176,2.36%
AH11,48966213,元大台灣高股息基金,24172256,0.11%,45053851,0.20%,73874107,0.33%,7780783,0.04%,0,0.00%,18574149,0.08%,169455146,0.76%
AA2,10348058,元大全球農業商機基金,953928,0.26%,5989,0.00%,6821444,1.85%,995573,0.27%,0,0.00%,164013,0.04%,8940947,2.42%
AA2,25520400,元大新中國基金,9226059,0.43%,1755071,0.08%,38271078,1.80%,5528039,0.26%,0,0.00%,196966,0.01%,54977213,2.59%
AI2,25591306,元大大中華價值指數基金,552687,0.09%,253426,0.04%,6343597,1.00%,1014991,0.16%,0,0.00%,966764,0.15%,9131465,1.44%
AH21,25610486,元大標智滬深300基金,3378748,0.05%,32131,0.00%,18576230,0.30%,6192073,0.10%,0,0.00%,525030,0.01%,28704212,0.46%
AA2,25622390,元大印度基金,720511,0.18%,298845,0.07%,7338498,1.80%,1141537,0.28%,0,0.00%,387048,0.09%,9886439,2.42%
AA2,25643156,元大新興亞洲基金,2030046,0.24%,675753,0.08%,16699372,2.00%,2337912,0.28%,0,0.00%,363653,0.04%,22106736,2.65%
AI2,26203825,元大印度指數基金,148232,0.11%,0,0.00%,1696498,1.25%,217147,0.16%,0,0.00%,1263800,0.93%,3325677,2.45%
AI2,26203846,元大印尼指數基金,285353,0.14%,72287,0.03%,2601915,1.25%,333034,0.16%,0,0.00%,456598,0.22%,3749187,1.80%
AI2,26203851,元大巴西指數基金,307310,0.10%,98086,0.03%,3985392,1.25%,637665,0.20%,0,0.00%,468076,0.15%,5496529,1.72%
AA2,26206323,元大華夏中小基金,4450037,0.44%,686555,0.07%,18212774,1.80%,2630739,0.26%,0,0.00%,166028,0.02%,26146133,2.58%
AH11,26282102,元大富櫃50基金,996285,0.25%,1818032,0.45%,1613115,0.40%,141151,0.04%,0,0.00%,417554,0.10%,4986137,1.24%
AH11,26306553,元大摩臺基金,41228,0.01%,46313,0.01%,1096919,0.30%,127986,0.04%,0,0.00%,399095,0.11%,1711541,0.47%
AB2,31830473,元大中國平衡基金,851436,0.15%,65243,0.01%,8503393,1.50%,1417224,0.25%,0,0.00%,207242,0.04%,11044538,1.95%
AH21,31830488,元大上證50基金,5516065,0.12%,706275,0.02%,45250847,0.99%,4570806,0.10%,0,0.00%,2990011,0.07%,59034004,1.30%
AI2,31931789,元大亞太政府公債指數基金,0,0.00%,0,0.00%,5543750,0.81%,1576613,0.23%,0,0.00%,906976,0.13%,8027339,1.17%
AC21,38546950,元大中國機會債券基金,272,0.00%,0,0.00%,1573791,1.00%,377705,0.24%,0,0.00%,157882,0.10%,2109650,1.34%
AD2,38546966,元大人民幣貨幣市場基金,0,0.00%,0,0.00%,2618630,0.30%,872853,0.10%,0,0.00%,205043,0.02%,3696526,0.42%
AH13,38619904,元大台灣50單日正向2倍基金,1046722,0.12%,931341,0.11%,8822802,1.00%,352919,0.04%,0,0.00%,839762,0.10%,11993546,1.37%
AH13,38619910,元大台灣50單日反向1倍基金,33524300,0.06%,31000830,0.06%,561767989,1.00%,22470715,0.04%,0,0.00%,25863312,0.05%,674627146,1.20%
AA2,38639090,元大大中華TMT基金,10295160,0.75%,2162376,0.16%,24730284,1.80%,3572167,0.26%,0,0.00%,495637,0.04%,41255624,3.00%
AH23,42300232,元大滬深300單日反向1倍基金,2089895,0.36%,8800,0.00%,5748706,0.99%,1219415,0.21%,0,0.00%,1048206,0.18%,10115022,1.74%
AH23,42300253,元大滬深300單日正向2倍基金,242443911,0.69%,258182,0.00%,348503232,0.99%,81604365,0.23%,0,0.00%,15429273,0.04%,688238963,1.95%
AA2,42307684,元大全球股票入息基金,1935589,0.48%,225382,0.06%,10206084,2.51%,1474200,0.36%,0,0.00%,782130,0.19%,14623385,3.60%
AC21,42321314,元大新興印尼機會債券基金,0,0.00%,0,0.00%,15168076,1.00%,3792036,0.25%,0,0.00%,189000,0.01%,19149112,1.26%
AH23,42333563,元大標普500單日反向1倍基金,540939,0.03%,0,0.00%,20025113,0.99%,3640926,0.18%,0,0.00%,1568779,0.08%,25775757,1.27%
AH23,42333579,元大標普500單日正向2倍基金,774256,0.11%,0,0.00%,6817310,0.99%,1377214,0.20%,0,0.00%,914219,0.13%,9882999,1.44%
AH21,42333613,元大標普500基金,17507134,0.25%,160715,0.00%,23027087,0.33%,14776051,0.21%,0,0.00%,4302212,0.06%,59773199,0.85%
AD2,42381754,元大美元貨幣市場基金,0,0.00%,0,0.00%,4776886,0.30%,1592283,0.10%,0,0.00%,243718,0.02%,6612887,0.42%
AH21,42398663,元大日經225基金,72243,0.05%,0,0.00%,664085,0.50%,265611,0.20%,0,0.00%,297874,0.22%,1299813,0.98%
AH21,42398684,元大歐洲50基金,53883,0.03%,0,0.00%,905826,0.50%,434804,0.24%,0,0.00%,1053749,0.58%,2448262,1.35%
AB2,42403764,元大新東協平衡基金,2282254,0.30%,216257,0.03%,12308205,1.60%,2000092,0.26%,0,0.00%,244221,0.03%,17051029,2.22%
AB2,42451239,元大大中華豐益平衡基金,671459,0.32%,195107,0.09%,3196126,1.50%,532693,0.25%,0,0.00%,206316,0.10%,4801701,2.25%
AH24,42461567,元大美國政府20年期(以上)債券單日正向2倍基金,55165,0.04%,0,0.00%,959017,0.63%,320044,0.21%,0,0.00%,1126206,0.74%,2460432,1.62%
AH22,42461573,元大美國政府20年期(以上)債券基金,0,0.00%,0,0.00%,45103634,0.13%,20512535,0.06%,0,0.00%,12579947,0.04%,78196116,0.23%
AH24,42461588,元大美國政府20年期(以上)債券單日反向1倍基金,17382,0.02%,0,0.00%,840826,0.74%,179384,0.16%,0,0.00%,1131416,1.00%,2169008,1.92%
AD2,42458937,元大澳幣貨幣市場基金,0,0.00%,0,0.00%,449296,0.30%,149768,0.10%,0,0.00%,162560,0.11%,761624,0.51%
AC21,42481326,元大新興亞洲美元債券基金,2319,0.00%,0,0.00%,6816080,1.00%,1635858,0.24%,0,0.00%,192000,0.03%,8646257,1.27%
AH22,42469744,元大美國政府7至10年期債券基金,0,0.00%,0,0.00%,1815127,0.20%,1542853,0.17%,0,0.00%,1220382,0.14%,4578362,0.51%
AH11,42540916,元大台灣高股息低波動ETF基金,6972327,0.22%,11361937,0.35%,11325776,0.35%,1132584,0.03%,0,0.00%,2325260,0.07%,33117884,1.02%
AI2,42525387,元大亞太優質高股息100指數基金,481313,0.08%,40731,0.01%,7473563,1.20%,1370150,0.22%,0,0.00%,1076127,0.17%,10441884,1.68%
AC21,42538806,元大新興雙印四年到期債券基金,0,0.00%,0,0.00%,14214323,0.50%,3695732,0.13%,0,0.00%,189000,0.01%,18099055,0.64%
AH22,42552623,元大20年期以上BBB級美元公司債券ETF基金,0,0.00%,0,0.00%,82303907,0.30%,32921568,0.12%,0,0.00%,10406269,0.04%,125631744,0.46%
AH22,42552638,元大中國國債及政策性金融債3至5年期債券ETF基金,0,0.00%,0,0.00%,44216762,0.30%,17686703,0.12%,0,0.00%,6227845,0.04%,68131310,0.46%
AH22,42552659,元大美國政府1至3年期債券ETF基金,0,0.00%,0,0.00%,7565650,0.07%,6470249,0.06%,0,0.00%,4236043,0.04%,18271942,0.17%
AJ2,72935887,元大實質多重資產基金,3308442,0.37%,73872,0.01%,14350973,1.60%,2332024,0.26%,0,0.00%,217421,0.02%,20282732,2.26%
AH21,72963026,元大MSCI中國A股國際通ETF基金,6294307,0.18%,974353,0.03%,24130708,0.70%,3447236,0.10%,0,0.00%,2246391,0.07%,37092995,1.08%
AH22,73656187,元大20年期以上AAA至A級美元公司債券ETF基金,0,0.00%,0,0.00%,85819573,0.18%,28400771,0.06%,0,0.00%,10783657,0.02%,125004001,0.27%
AC23,73636628,元大亞洲優選高收益債券基金,155788,0.05%,3237,0.00%,4421486,1.50%,736925,0.25%,0,0.00%,199819,0.07%,5517255,1.87%
AH21,73694555,元大全球人工智慧ETF基金,866898,0.22%,125387,0.03%,3461293,0.86%,999933,0.25%,0,0.00%,1365386,0.34%,6818897,1.70%
AH22,74722571,元大10年期以上美元投資級銀行債券ETF基金,0,0.00%,0,0.00%,1512861,0.23%,504286,0.08%,0,0.00%,912848,0.14%,2929995,0.45%
AH22,74722592,元大10年期以上美元投資級醫療保健債券ETF基金,0,0.00%,0,0.00%,2093880,0.23%,697962,0.08%,0,0.00%,958627,0.11%,3750469,0.42%
AH22,74722657,元大10年期以上美元投資級公共事業電能債券ETF基金,0,0.00%,0,0.00%,3227436,0.23%,1075816,0.08%,0,0.00%,1053421,0.08%,5356673,0.39%
AH21,74705236,元大標普美國高息特別股ETF基金,599712,0.06%,2404,0.00%,3833446,0.38%,1393987,0.14%,0,0.00%,1061817,0.10%,6891366,0.68%
AK1,75970921,元大台灣高股息ETF連結基金,694118,0.20%,242511,0.07%,51522,0.01%,39000,0.01%,0,0.00%,180000,0.05%,1207151,0.35%
AK1,75970963,元大台灣卓越50ETF連結基金,733634,0.22%,290113,0.09%,48930,0.01%,36666,0.01%,0,0.00%,180490,0.06%,1289833,0.40%
AK1,75971153,元大富櫃50ETF連結基金,314298,0.23%,229376,0.17%,31571,0.02%,15556,0.01%,0,0.00%,180000,0.13%,770801,0.56%
AH11,76322163,元大臺灣ESG永續ETF基金,4696010,0.11%,1298074,0.03%,5491824,0.12%,589741,0.01%,0,0.00%,1039659,0.02%,13115308,0.29%
AH21,76347684,元大全球未來通訊ETF基金,7853370,0.05%,1740917,0.01%,18031306,0.13%,4607999,0.03%,0,0.00%,2302984,0.02%,34536576,0.24%
AH22,76737450,元大中國政策性金融債5年期以上債券ETF基金,0,0.00%,0,0.00%,9984,0.00%,4992,0.00%,0,0.00%,340000,0.17%,354976,0.18%
AH22,76737557,元大15年期以上新興市場主權債ETF基金,0,0.00%,0,0.00%,18036,0.00%,9618,0.00%,0,0.00%,341560,0.09%,369214,0.10%
AA1,92019786,景順潛力基金,1737465,0.10%,2745448,0.16%,27264553,1.60%,2385636,0.14%,0,0.00%,165370,0.01%,34298472,2.01%
AD1,92025942,景順貨幣市場基金,0,0.00%,0,0.00%,1255955,0.10%,439574,0.04%,0,0.00%,137790,0.01%,1833319,0.15%
AA2,97993482,景順全球科技基金,244856,0.01%,144755,0.01%,30942657,1.75%,4420382,0.25%,0,0.00%,218064,0.01%,35970714,2.03%
AA1,73989256,景順台灣科技基金,336170,0.06%,536966,0.10%,8917415,1.60%,780279,0.14%,0,0.00%,150380,0.03%,10721210,1.92%
AA1,17140568,景順主流基金,318052,0.06%,496331,0.10%,8116353,1.60%,710183,0.14%,0,0.00%,150410,0.03%,9791329,1.93%
AA2,14687516,景順全球康健基金,16361,0.00%,1296,0.00%,8879624,1.80%,838635,0.17%,0,0.00%,155949,0.03%,9891865,2.01%
AC21,38522556,景順人民幣新興亞太入息基金,0,0.00%,0,0.00%,5297707,1.40%,983847,0.26%,0,0.00%,153044,0.04%,6434598,1.70%
AE23,42391079,景順全天候智慧組合基金,671430,0.13%,28039,0.01%,6540199,1.25%,784839,0.15%,0,0.00%,152304,0.03%,8176811,1.56%
AC21,42524129,景順2023目標到期新興主權債券基金,0,0.00%,0,0.00%,38589071,1.00%,4630685,0.12%,0,0.00%,180000,0.00%,43399756,1.12%
AC21,72949003,景順2024到期新興市場債券基金,0,0.00%,0,0.00%,71609340,1.00%,8593127,0.12%,0,0.00%,200000,0.00%,80402467,1.12%
AC21,72949019,景順2024到期新興市場主權債券基金,0,0.00%,0,0.00%,71317319,1.02%,8362038,0.12%,0,0.00%,200000,0.00%,79879357,1.15%
AC21,72965328,景順2024到期優選新興債券基金,0,0.00%,0,0.00%,72121413,1.00%,8654572,0.12%,0,0.00%,201600,0.00%,80977585,1.12%
AC21,72976161,景順2024到期精選新興債券基金,0,0.00%,0,0.00%,141775570,2.31%,7373149,0.12%,0,0.00%,203866,0.00%,149352585,2.43%
AC21,73676959,景順2028到期精選新興債券基金,0,0.00%,0,0.00%,381150915,3.18%,13198471,0.11%,0,0.00%,202477,0.00%,394551863,3.29%
AC21,73710632,景順2025到期優選新興債券基金,0,0.00%,0,0.00%,195452899,2.79%,7818121,0.11%,0,0.00%,198220,0.00%,203469240,2.91%
AC21,74438800,景順2025階梯到期優選新興債券基金,0,0.00%,0,0.00%,133499506,2.94%,4577122,0.10%,0,0.00%,183978,0.00%,138260606,3.05%
AC21,74728110,景順2029到期精選新興債券基金,0,0.00%,0,0.00%,192390095,2.18%,5995158,0.07%,0,0.00%,131200,0.00%,198516453,2.25%
AC21,74728239,景順2025到期精選新興債券基金,0,0.00%,0,0.00%,153088775,2.16%,4811361,0.07%,0,0.00%,131200,0.00%,158031336,2.23%
