類型代號,基金統編,基金名稱,手續費_累積金額,手續費_比率,交易稅_累積金額,交易稅_比率,經理費_累積金額,經理費_比率,保管費_累積金額,保管費_比率,保證費_累積金額,保證費_比率,其他項費用_累積金額,其他項費用_比率,合計_累積金額,合計_比率
AA2,72960196,第一金全球AI精準醫療基金,4934113,0.24%,762240,0.04%,41790752,2.00%,5850697,0.28%,0,0.00%,214757,0.01%,53552559,2.56%
AA2,73723123,第一金全球AI人工智慧基金,1741549,0.17%,207439,0.02%,20432569,2.00%,2758375,0.27%,0,0.00%,233954,0.02%,25373886,2.48%
AH22,75970725,第一金彭博巴克萊美國10年期以上金融債券指數ETF基金,0,0.00%,0,0.00%,2798333,0.20%,2098750,0.15%,0,0.00%,944515,0.07%,5841598,0.42%
AC21,76305220,第一金美國100大企業債券基金,0,0.00%,0,0.00%,31890604,1.12%,5710700,0.20%,0,0.00%,203539,0.01%,37804843,1.32%
AC21,76348683,第一金全球富裕國家債券基金,0,0.00%,0,0.00%,27681603,1.20%,5788128,0.25%,0,0.00%,164880,0.01%,33634611,1.45%
AC21,77813048,第一金四年到期新興市場投資級債券基金,0,0.00%,0,0.00%,56764308,1.78%,2270571,0.07%,0,0.00%,154558,0.00%,59189437,1.85%
AH22,88092975,第一金ICE 美國0-1年期公債指數ETF基金,0,0.00%,0,0.00%,47789,0.04%,19121,0.02%,0,0.00%,124600,0.11%,191510,0.16%
AH22,88093025,第一金ICE 15年期以上電信業美元公司債券指數ETF基金,0,0.00%,0,0.00%,219813,0.12%,73263,0.04%,0,0.00%,148530,0.08%,441606,0.24%
AA2,88101307,第一金全球Fitness健康瘦身基金,3315496,0.15%,381477,0.02%,10578746,0.49%,1679636,0.08%,0,0.00%,90680,0.00%,16046035,0.75%
AA2,88101313,第一金全球Pet毛小孩基金,392967,0.09%,104794,0.02%,2378044,0.52%,356696,0.08%,0,0.00%,82210,0.02%,3314711,0.73%
AA2,88101334,第一金全球eSports電競基金,6055272,0.13%,1728987,0.04%,21290811,0.46%,3597711,0.08%,0,0.00%,92272,0.00%,32765053,0.71%
AB1,971080,匯豐安富基金,426023,0.06%,758248,0.11%,8418522,1.20%,2000000,0.29%,0,0.00%,210709,0.03%,11813502,1.68%
AA1,76941376,匯豐成功基金,964019,0.18%,1587585,0.29%,3780422,0.70%,756084,0.14%,0,0.00%,165367,0.03%,7253477,1.34%
AA1,1031298,匯豐龍鳳基金,1702215,0.09%,3005118,0.17%,21681069,1.20%,2168101,0.12%,0,0.00%,165527,0.01%,28722030,1.59%
AA1,92017794,匯豐龍騰電子基金,1269344,0.11%,2288530,0.19%,14092334,1.20%,1761538,0.15%,0,0.00%,165530,0.01%,19577276,1.67%
AD1,97993027,匯豐富泰二號貨幣市場基金,0,0.00%,0,0.00%,327795,0.05%,327795,0.05%,0,0.00%,170695,0.03%,826285,0.13%
AA1,73987671,匯豐台灣精典基金,559145,0.10%,975507,0.17%,8815068,1.50%,763978,0.13%,0,0.00%,165597,0.03%,11279295,1.92%
AA2,48686374,匯豐金磚動力基金,4152603,0.25%,2157471,0.13%,33651705,2.00%,5384271,0.32%,0,0.00%,944443,0.06%,46290493,2.75%
AA2,48784327,匯豐新鑽動力基金,2073962,0.23%,1168380,0.13%,17905841,2.00%,2864944,0.32%,0,0.00%,234382,0.03%,24247509,2.71%
AE21,48865209,匯豐全球趨勢組合基金,198649,0.05%,614,0.00%,4794557,1.20%,519404,0.13%,0,0.00%,170060,0.04%,5683284,1.42%
AA2,48925001,匯豐全球關鍵資源基金,540681,0.06%,77108,0.01%,16940681,1.80%,2541090,0.27%,0,0.00%,214492,0.02%,20314052,2.16%
AA2,25500903,匯豐中國動力基金,1890934,0.27%,1427301,0.21%,12460708,1.80%,1730668,0.25%,0,0.00%,1436759,0.21%,18946370,2.74%
AE22,25617919,匯豐雙高收益債券組合基金,0,0.00%,0,0.00%,1145131,1.00%,160322,0.14%,0,0.00%,170060,0.15%,1475513,1.29%
AA2,25651866,匯豐黃金及礦業股票型基金,2160957,0.47%,602841,0.13%,8207311,1.80%,1231104,0.27%,0,0.00%,254287,0.06%,12456500,2.73%
AC21,25695077,匯豐資源豐富國家債券基金,0,0.00%,0,0.00%,13374495,1.20%,2786350,0.25%,0,0.00%,181095,0.02%,16341940,1.47%
AC23,26286281,匯豐亞洲高收益債券基金,0,0.00%,0,0.00%,9764483,1.50%,1432117,0.22%,0,0.00%,170282,0.03%,11366882,1.75%
AC23,26396604,匯豐中國高收益債券基金,0,0.00%,0,0.00%,5988773,1.10%,1253374,0.23%,0,0.00%,170904,0.03%,7413051,1.36%
AA2,38482745,匯豐中國A股匯聚基金,23955272,0.65%,13915353,0.37%,66820035,1.80%,9651774,0.26%,0,0.00%,3111117,0.08%,117453551,3.16%
AB2,38647535,匯豐中國多元資產入息平衡基金,1450733,0.19%,763392,0.10%,11413440,1.50%,1902230,0.25%,0,0.00%,3863669,0.51%,19393464,2.55%
AA2,42325064,匯豐中國科技精選基金,1417904,0.28%,846281,0.17%,10028408,2.00%,1303696,0.26%,0,0.00%,2037852,0.41%,15634141,3.12%
AC21,76973003,匯豐三至四年目標到期新興亞洲債券基金,0,0.00%,0,0.00%,13706922,0.77%,1644837,0.09%,0,0.00%,170030,0.01%,15521789,0.88%
AA1,974066,元大2001基金,2785784,0.22%,4979880,0.39%,15419633,1.20%,2569944,0.20%,0,0.00%,180250,0.01%,25935491,2.02%
AA1,1032058,元大多福基金,12849633,0.62%,21845792,1.06%,30957687,1.50%,3098421,0.15%,0,0.00%,260450,0.01%,69011983,3.34%
AA1,92001765,元大多多基金,5260035,0.73%,8644964,1.21%,12512110,1.75%,1074498,0.15%,0,0.00%,200380,0.03%,27691987,3.87%
AD1,92017204,元大得利貨幣市場基金,0,0.00%,0,0.00%,18635802,0.07%,7986775,0.03%,0,0.00%,1015874,0.00%,27638451,0.10%
AA1,92026219,元大卓越基金,17024375,0.56%,28067181,0.93%,48139112,1.59%,3628631,0.12%,0,0.00%,180400,0.01%,97039699,3.21%
AA1,20080023,元大店頭基金,5017844,0.55%,8479972,0.94%,14501603,1.60%,1359519,0.15%,0,0.00%,180255,0.02%,29539193,3.26%
AD1,20081331,元大萬泰貨幣市場基金,0,0.00%,0,0.00%,20447130,0.07%,9493305,0.03%,0,0.00%,1283583,0.00%,31224018,0.11%
AA1,81584335,元大高科技基金,19578303,0.61%,32406675,1.01%,51201515,1.60%,4800693,0.15%,0,0.00%,255490,0.01%,108242676,3.38%
AA1,83863951,元大經貿基金,5904451,0.60%,9808942,1.00%,15717438,1.60%,1474719,0.15%,0,0.00%,180380,0.02%,33085930,3.37%
AA1,17139204,元大新主流基金,4457664,0.22%,8075241,0.40%,32703938,1.60%,3066006,0.15%,0,0.00%,210270,0.01%,48513119,2.37%
AD1,13530495,元大得寶貨幣市場基金,0,0.00%,0,0.00%,11027833,0.07%,4726223,0.03%,0,0.00%,910355,0.01%,16664411,0.11%
AH11,98764389,元大台灣卓越50基金,8292991,0.01%,14477515,0.02%,304238276,0.32%,33276054,0.04%,0,0.00%,50085046,0.05%,410369882,0.43%
AI1,99346928,元大台灣加權股價指數基金,1778711,0.07%,3661992,0.14%,18705941,0.70%,2672270,0.10%,0,0.00%,872624,0.03%,27691538,1.04%
AE23,99967974,元大全球ETF穩健組合基金,1268535,0.13%,64412,0.01%,9514563,0.97%,1377069,0.14%,0,0.00%,150190,0.02%,12374769,1.26%
AG,21718388,元大全球不動產證券化基金,9055092,0.50%,816593,0.05%,32438286,1.80%,4505286,0.25%,0,0.00%,301002,0.02%,47116259,2.61%
AA2,48708243,元大亞太成長基金,2497550,0.33%,390499,0.05%,13535584,1.78%,1975794,0.26%,0,0.00%,364537,0.05%,18763964,2.47%
AE21,48760113,元大全球新興市場精選組合基金,367504,0.06%,327,0.00%,7180343,1.20%,778435,0.13%,0,0.00%,180252,0.03%,8506861,1.42%
AH11,48772770,元大台灣中型100基金,132705,0.04%,216162,0.06%,1459948,0.40%,127751,0.04%,0,0.00%,517782,0.14%,2454348,0.67%
AE21,48789815,元大全球ETF成長組合基金,2313201,0.29%,10781,0.00%,9608035,1.19%,1129120,0.14%,0,0.00%,150010,0.02%,13211147,1.64%
AG,48885346,元大全球地產建設入息基金,2583420,0.39%,104255,0.02%,11490785,1.75%,1641544,0.25%,0,0.00%,205056,0.03%,16025060,2.44%
AH11,48903175,元大台灣金融基金,45701,0.01%,60920,0.01%,2577654,0.40%,225553,0.04%,0,0.00%,774389,0.12%,3684217,0.57%
AH11,48903180,元大台商收成基金,120196,0.05%,193182,0.08%,910302,0.40%,79636,0.03%,0,0.00%,1557120,0.68%,2860436,1.26%
AH11,48903196,元大台灣電子科技基金,52955,0.02%,59968,0.02%,1038200,0.40%,90847,0.04%,0,0.00%,475335,0.18%,1717305,0.66%
AA2,48952816,元大全球公用能源效率基金,635648,0.12%,130238,0.02%,9691251,1.80%,1399847,0.26%,0,0.00%,188950,0.04%,12045934,2.24%
AH11,48966213,元大台灣高股息基金,47220627,0.08%,97675030,0.18%,166738674,0.30%,19452835,0.04%,0,0.00%,37102204,0.07%,368189370,0.66%
AA2,10348058,元大全球農業商機基金,824380,0.25%,12231,0.00%,6079575,1.85%,887283,0.27%,0,0.00%,166171,0.05%,7969640,2.43%
AA2,25520400,元大新中國基金,2270515,0.13%,757426,0.04%,30758230,1.80%,4442853,0.26%,0,0.00%,219186,0.01%,38448210,2.25%
AI2,25591306,元大大中華價值指數基金,311716,0.06%,190227,0.03%,5551564,1.00%,888241,0.16%,0,0.00%,924625,0.17%,7866373,1.42%
AH21,25610486,元大標智滬深300基金,2486908,0.06%,49252,0.00%,12763365,0.30%,4254457,0.10%,0,0.00%,567917,0.01%,20121899,0.47%
AA2,25622390,元大印度基金,942598,0.25%,60301,0.02%,6854575,1.80%,1066264,0.28%,0,0.00%,735827,0.19%,9659565,2.54%
AA2,25643156,元大新興亞洲基金,1630053,0.22%,698639,0.10%,14662071,2.00%,2052692,0.28%,0,0.00%,393742,0.05%,19437197,2.65%
AI2,26203846,元大印尼指數基金,217388,0.11%,14542,0.01%,2369003,1.25%,303230,0.16%,0,0.00%,411652,0.22%,3315815,1.75%
AI2,26203851,元大巴西指數基金,341516,0.14%,111179,0.05%,2959978,1.25%,473611,0.20%,0,0.00%,444028,0.19%,4330312,1.83%
AA2,26206323,元大華夏中小基金,1861334,0.21%,469431,0.05%,15799828,1.80%,2282204,0.26%,0,0.00%,198265,0.02%,20611062,2.35%
AH11,26282102,元大富櫃50基金,322485,0.11%,824618,0.29%,1139121,0.40%,99680,0.04%,0,0.00%,299292,0.11%,2685196,0.95%
AH11,26306553,元大摩臺基金,44012,0.01%,78504,0.02%,1479716,0.30%,172638,0.04%,0,0.00%,518405,0.11%,2293275,0.46%
AB2,31830473,元大中國平衡基金,1087514,0.23%,185584,0.04%,8681973,1.85%,1447014,0.31%,0,0.00%,330148,0.07%,11732233,2.50%
AH21,31830488,元大上證50基金,3035709,0.11%,331684,0.01%,26808879,0.99%,2707971,0.10%,0,0.00%,2054161,0.08%,34938404,1.29%
AI2,31931789,元大亞太政府公債指數基金,0,0.00%,0,0.00%,2370157,0.70%,778741,0.23%,0,0.00%,539106,0.16%,3688004,1.09%
AC21,38546950,元大中國機會債券基金,0,0.00%,0,0.00%,1046205,0.94%,251079,0.23%,0,0.00%,156720,0.14%,1454004,1.30%
AD2,38546966,元大人民幣貨幣市場基金,0,0.00%,0,0.00%,1931523,0.30%,643811,0.10%,0,0.00%,212715,0.03%,2788049,0.43%
AH13,38619904,元大台灣50單日正向2倍基金,3075576,0.11%,3255046,0.11%,29025428,1.00%,1161025,0.04%,0,0.00%,2189457,0.08%,38706532,1.33%
AH13,38619910,元大台灣50單日反向1倍基金,43559600,0.06%,44909214,0.06%,781731121,1.00%,31269243,0.04%,0,0.00%,32866981,0.04%,934336159,1.19%
AA2,38639090,元大大中華TMT基金,5696755,0.55%,946685,0.09%,18794930,1.80%,2714830,0.26%,0,0.00%,524555,0.05%,28677755,2.75%
AH23,42300232,元大滬深300單日反向1倍基金,2553579,0.34%,9300,0.00%,7436667,0.99%,1577469,0.21%,0,0.00%,1193717,0.16%,12770732,1.70%
AH23,42300253,元大滬深300單日正向2倍基金,122200414,0.61%,11439,0.00%,195864248,0.98%,45989741,0.23%,0,0.00%,9256667,0.05%,373322509,1.87%
AA2,42307684,元大全球股票入息基金,831604,0.20%,56147,0.01%,7424809,1.80%,1072463,0.26%,0,0.00%,203853,0.05%,9588876,2.32%
AC21,42321314,元大新興印尼機會債券基金,0,0.00%,0,0.00%,10915576,1.00%,2728917,0.25%,0,0.00%,186723,0.02%,13831216,1.27%
AH23,42333563,元大標普500單日反向1倍基金,624304,0.03%,0,0.00%,18509943,0.99%,3365435,0.18%,0,0.00%,1396207,0.07%,23895889,1.28%
AH23,42333579,元大標普500單日正向2倍基金,374149,0.07%,0,0.00%,5248697,0.99%,1060358,0.20%,0,0.00%,801069,0.15%,7484273,1.41%
AH21,42333613,元大標普500基金,5182683,0.07%,43342,0.00%,23512994,0.32%,15420504,0.21%,0,0.00%,3995812,0.05%,48155335,0.66%
AD2,42381754,元大美元貨幣市場基金,0,0.00%,0,0.00%,4509859,0.28%,1551095,0.10%,0,0.00%,219947,0.01%,6280901,0.39%
AH21,42398663,元大日經225基金,30002,0.01%,0,0.00%,1114821,0.50%,445930,0.20%,0,0.00%,400484,0.18%,1991237,0.89%
AH21,42398684,元大歐洲50基金,94963,0.05%,0,0.00%,921363,0.50%,442247,0.24%,0,0.00%,947916,0.51%,2406489,1.30%
AB2,42403764,元大新東協平衡基金,3418415,0.62%,420968,0.08%,8789082,1.60%,1429444,0.26%,0,0.00%,284509,0.05%,14342418,2.61%
AH24,42461567,元大美國政府20年期(以上)債券單日正向2倍基金,36768,0.03%,0,0.00%,956849,0.72%,280871,0.21%,0,0.00%,1131221,0.85%,2405709,1.81%
AH22,42461573,元大美國政府20年期(以上)債券基金,0,0.00%,0,0.00%,39508342,0.15%,18374769,0.07%,0,0.00%,10396899,0.04%,68280010,0.26%
AH24,42461588,元大美國政府20年期(以上)債券單日反向1倍基金,66905,0.01%,0,0.00%,3261466,0.72%,695773,0.15%,0,0.00%,1075134,0.24%,5099278,1.12%
AC21,42481326,元大新興亞洲美元債券基金,0,0.00%,0,0.00%,3812532,1.00%,915010,0.24%,0,0.00%,189434,0.05%,4916976,1.29%
AH22,42469744,元大美國政府7至10年期債券基金,0,0.00%,0,0.00%,551922,0.20%,469120,0.17%,0,0.00%,909754,0.33%,1930796,0.70%
AH11,42540916,元大台灣高股息低波動ETF基金,6449384,0.19%,12434840,0.36%,12030896,0.35%,1203088,0.04%,0,0.00%,2520966,0.07%,34639174,1.01%
AI2,42525387,元大亞太優質高股息100指數基金,301605,0.10%,18340,0.01%,3565705,1.20%,653715,0.22%,0,0.00%,987812,0.33%,5527177,1.86%
AC21,42538806,元大新興雙印四年到期債券基金,0,0.00%,0,0.00%,12940151,0.50%,3364445,0.13%,0,0.00%,188152,0.01%,16492748,0.64%
AH22,42552623,元大20年期以上BBB級美元公司債券ETF基金,0,0.00%,0,0.00%,82271505,0.30%,32908620,0.12%,0,0.00%,10360473,0.04%,125540598,0.46%
AH22,42552638,元大中國國債及政策性金融債3至5年期債券ETF基金,0,0.00%,0,0.00%,59979280,0.30%,23991708,0.12%,0,0.00%,7875095,0.04%,91846083,0.46%
AH22,42552659,元大美國政府1至3年期債券ETF基金,0,0.00%,0,0.00%,15110389,0.07%,12951761,0.06%,0,0.00%,8194923,0.04%,36257073,0.17%
AJ2,72935887,元大實質多重資產基金,1015840,0.22%,81536,0.02%,7385080,1.60%,1200318,0.26%,0,0.00%,229516,0.05%,9912290,2.15%
AH21,72963026,元大MSCI中國A股國際通ETF基金,2373308,0.15%,540415,0.03%,11385919,0.70%,1626552,0.10%,0,0.00%,1449191,0.09%,17375385,1.07%
AH22,73656187,元大20年期以上AAA至A級美元公司債券ETF基金,0,0.00%,0,0.00%,115398093,0.18%,38466041,0.06%,0,0.00%,14301194,0.02%,168165328,0.26%
AH21,73694555,元大全球人工智慧ETF基金,1193358,0.13%,124960,0.01%,8173001,0.90%,2361082,0.26%,0,0.00%,1025020,0.11%,12877421,1.42%
AH22,74722571,元大10年期以上美元投資級銀行債券ETF基金,0,0.00%,0,0.00%,1321270,0.30%,440418,0.10%,0,0.00%,679028,0.15%,2440716,0.56%
AH22,74722592,元大10年期以上美元投資級醫療保健債券ETF基金,0,0.00%,0,0.00%,2306226,0.30%,768751,0.10%,0,0.00%,784118,0.10%,3859095,0.50%
AH22,74722657,元大10年期以上美元投資級公共事業電能債券ETF基金,0,0.00%,0,0.00%,5980413,0.30%,1991271,0.10%,0,0.00%,1081269,0.05%,9052953,0.45%
AH21,74705236,元大標普美國高息特別股ETF基金,901086,0.08%,11062,0.00%,6596711,0.55%,2398793,0.20%,0,0.00%,1073642,0.09%,10981294,0.92%
AK1,75970921,元大台灣高股息ETF連結基金,470620,0.09%,185064,0.03%,90923,0.02%,108678,0.02%,0,0.00%,180000,0.03%,1035285,0.19%
AK1,75970963,元大台灣卓越50ETF連結基金,906807,0.12%,251535,0.03%,119050,0.02%,148765,0.02%,0,0.00%,204564,0.03%,1630721,0.22%
AK1,75971153,元大富櫃50ETF連結基金,78167,0.08%,52453,0.05%,22004,0.02%,20021,0.02%,0,0.00%,151824,0.15%,324469,0.32%
AH11,76322163,元大臺灣ESG永續ETF基金,6161823,0.09%,10791551,0.15%,21281709,0.30%,2482860,0.04%,0,0.00%,3408892,0.05%,44126835,0.62%
AH21,76347684,元大全球未來通訊ETF基金,11096983,0.11%,6242822,0.06%,88950368,0.90%,22731766,0.23%,0,0.00%,8026925,0.08%,137048864,1.39%
AH22,76737450,元大中國政策性金融債5年期以上債券ETF基金,0,0.00%,0,0.00%,414253,0.30%,207161,0.15%,0,0.00%,579514,0.42%,1200928,0.87%
AH22,76737557,元大15年期以上新興市場主權債ETF基金,0,0.00%,0,0.00%,21788035,0.20%,10438590,0.10%,0,0.00%,2334103,0.02%,34560728,0.32%
AA1,76959044,元大台灣高股息優質龍頭基金,81858678,0.18%,97486672,0.21%,316433471,0.68%,39570974,0.09%,0,0.00%,120800,0.00%,535470595,1.16%
AH21,77549343,元大全球未來關鍵科技ETF基金,19844283,0.20%,9349775,0.09%,47333585,0.48%,12096370,0.12%,0,0.00%,3182455,0.03%,91806468,0.93%
AA1,92019786,景順潛力基金,1177192,0.07%,2090752,0.12%,26836164,1.60%,2348172,0.14%,0,0.00%,180410,0.01%,32632690,1.95%
AD1,92025942,景順貨幣市場基金,0,0.00%,0,0.00%,1051084,0.10%,367854,0.04%,0,0.00%,148764,0.01%,1567702,0.15%
AA2,97993482,景順全球科技基金,303771,0.02%,227002,0.01%,32119999,1.75%,4588578,0.25%,0,0.00%,195089,0.01%,37434439,2.04%
AA1,73989256,景順台灣科技基金,484942,0.09%,962027,0.17%,9090955,1.60%,795464,0.14%,0,0.00%,150280,0.03%,11483668,2.02%
AA1,17140568,景順主流基金,516404,0.10%,917056,0.17%,8668089,1.60%,758453,0.14%,0,0.00%,150330,0.03%,11010332,2.03%
AA2,14687516,景順全球康健基金,23788,0.00%,9978,0.00%,9311474,1.80%,879411,0.17%,0,0.00%,151715,0.03%,10376366,2.01%
AC21,38522556,景順人民幣新興亞太入息基金,0,0.00%,0,0.00%,3625420,1.40%,673284,0.26%,0,0.00%,150242,0.06%,4448946,1.72%
AE23,42391079,景順全天候智慧組合基金,335279,0.19%,16626,0.01%,2164070,1.25%,259697,0.15%,0,0.00%,152142,0.09%,2927814,1.69%
AC21,42524129,景順2023目標到期新興主權債券基金,0,0.00%,0,0.00%,35444667,1.00%,4253347,0.12%,0,0.00%,180000,0.01%,39878014,1.13%
AC21,72949003,景順2024到期新興市場債券基金,0,0.00%,0,0.00%,66844830,1.00%,8021384,0.12%,0,0.00%,206443,0.00%,75072657,1.12%
AC21,72949019,景順2024到期新興市場主權債券基金,0,0.00%,0,0.00%,40540994,0.60%,8108194,0.12%,0,0.00%,200000,0.00%,48849188,0.72%
AC21,72965328,景順2024到期優選新興債券基金,0,0.00%,0,0.00%,62647665,1.00%,7517711,0.12%,0,0.00%,206595,0.00%,70371971,1.12%
AC21,72976161,景順2024到期精選新興債券基金,0,0.00%,0,0.00%,35045965,0.60%,7009196,0.12%,0,0.00%,203958,0.00%,42259119,0.72%
AC21,73676959,景順2028到期精選新興債券基金,0,0.00%,0,0.00%,94890428,0.85%,12279939,0.11%,0,0.00%,202999,0.00%,107373366,0.96%
AC21,73710632,景順2025到期優選新興債券基金,0,0.00%,0,0.00%,49486145,0.78%,7650271,0.12%,0,0.00%,189384,0.00%,57325800,0.90%
AC21,74438800,景順2025階梯到期優選新興債券基金,0,0.00%,0,0.00%,45221566,1.07%,5067372,0.12%,0,0.00%,190937,0.00%,50479875,1.20%
AC21,74728110,景順2029到期精選新興債券基金,0,0.00%,0,0.00%,151841088,1.89%,8851957,0.11%,0,0.00%,204638,0.00%,160897683,2.00%
AC21,74728239,景順2025到期精選新興債券基金,0,0.00%,0,0.00%,114531464,1.70%,7402990,0.11%,0,0.00%,203000,0.00%,122137454,1.81%
AC21,76300442,景順2023到期優質新興債券基金,0,0.00%,0,0.00%,64269775,1.53%,5037539,0.12%,0,0.00%,194074,0.00%,69501388,1.66%
AC21,76320480,景順六年到期特選全球債券基金,0,0.00%,0,0.00%,35321650,1.00%,4238601,0.12%,0,0.00%,184649,0.01%,39744900,1.13%
