類型代號,基金統編,基金名稱,手續費_累積金額,手續費_比率,交易稅_累積金額,交易稅_比率,股票ETF及指數型基金申購/買回交易費_累積金額,股票ETF及指數型基金申購/買回交易費_比率,經理費_累積金額,經理費_比率,保管費_累積金額,保管費_比率,保證費_累積金額,保證費_比率,其他項費用_累積金額,其他項費用_比率,合計_累積金額,合計_比率
AD2,42406642,兆豐美元貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,421595,0.15%,196744,0.07%,0,0.00%,135666,0.05%,754005,0.27%
AH11,42482107,兆豐臺灣藍籌30ETF基金,2426650,0.24%,3056440,0.30%,5031877,0.50%,3216039,0.32%,351750,0.04%,0,0.00%,879727,0.09%,4898729,0.49%
AA2,76303709,兆豐中國內需A股基金,1979877,0.16%,781066,0.06%,0,0.00%,24842315,2.00%,3229502,0.26%,0,0.00%,383064,0.03%,31215824,2.51%
AC21,76858664,兆豐六年到期新興市場債券基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,6772523,0.60%,1354503,0.12%,0,0.00%,110700,0.01%,8237726,0.73%
AA1,88090408,兆豐台灣先進通訊基金,1939533,0.34%,3246055,0.57%,0,0.00%,9033173,1.60%,846858,0.15%,0,0.00%,120300,0.02%,15185919,2.69%
AC23,88119427,兆豐新興市場短期非投資等級債券基金 (本基金之配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,13165310,1.70%,2013518,0.26%,0,0.00%,114466,0.01%,15293294,1.97%
AA1,88198077,兆豐台灣金傳精選股息基金,6592316,0.48%,10231788,0.74%,0,0.00%,22194915,1.60%,2080787,0.15%,0,0.00%,120340,0.01%,41220146,2.97%
AA2,88277760,兆豐全球元宇宙科技基金,4248053,0.35%,405539,0.03%,0,0.00%,24212517,2.00%,3389750,0.28%,0,0.00%,111296,0.01%,32367155,2.67%
AH21,88317812,兆豐洲際半導體ETF基金,354166,0.23%,2086,0.00%,245108,0.16%,1283331,0.85%,301963,0.20%,0,0.00%,851200,0.56%,2547638,1.69%
AH11,88321560,兆豐特選台灣晶圓製造ETF基金,360839,0.26%,550710,0.40%,243932,0.18%,626358,0.45%,55680,0.04%,0,0.00%,586222,0.42%,1935877,1.39%
AG,88342220,兆豐新加坡交易所房地產收益基金 (本基金之配息來源可能為本金),1679161,0.18%,421068,0.05%,0,0.00%,16633085,1.79%,2413357,0.26%,0,0.00%,225787,0.02%,21372458,2.30%
AH11,88351249,兆豐台灣產業龍頭存股等權重ETF基金,4868527,0.47%,4657808,0.44%,3205358,0.31%,4665270,0.45%,415060,0.04%,0,0.00%,1441817,0.14%,12843124,1.23%
AJ2,88394063,兆豐日本優勢多重資產基金 (本基金之配息來源可能為本金),10272487,0.45%,3350,0.00%,0,0.00%,27502154,1.22%,3972537,0.18%,0,0.00%,149486,0.01%,41900014,1.85%
AH11,93111473,兆豐台灣ESG永續高股息等權重 ETF 基金,8109614,0.22%,7059502,0.19%,4839411,0.13%,6127174,0.16%,544638,0.01%,0,0.00%,1112186,0.03%,18113703,0.48%
AE22,93150643,兆豐全球債券ETF策略收益組合基金 (本基金之配息來源可能為本金),3095003,0.13%,3599,0.00%,0,0.00%,5564121,0.23%,819978,0.03%,0,0.00%,100776,0.00%,9583477,0.40%
AD1,1032249,第一金全家福貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,13645308,0.07%,11695979,0.06%,0,0.00%,930142,0.00%,26271429,0.13%
AD1,20081472,第一金台灣貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,17952687,0.05%,14362138,0.04%,0,0.00%,1749090,0.00%,34063915,0.09%
AA1,20092528,第一金店頭市場基金,2101781,0.59%,3549892,0.99%,0,0.00%,5725471,1.60%,536767,0.15%,0,0.00%,180567,0.05%,12094478,3.38%
AA1,73989002,第一金小型精選基金,4481443,0.64%,7473234,1.07%,0,0.00%,11212134,1.60%,1051144,0.15%,0,0.00%,180557,0.03%,24398512,3.48%
AA1,19341318,第一金電子基金,2475948,0.19%,4099918,0.31%,0,0.00%,20880174,1.60%,1957534,0.15%,0,0.00%,181140,0.01%,29594714,2.27%
AA2,17612378,第一金亞洲科技基金,206281,0.04%,161881,0.03%,0,0.00%,8314542,1.75%,1235305,0.26%,0,0.00%,205633,0.04%,10123642,2.13%
AB1,99353151,第一金中概平衡基金,1846751,0.57%,3090487,0.95%,0,0.00%,3915530,1.20%,391536,0.12%,0,0.00%,180557,0.06%,9424861,2.89%
AG,48892846,第一金全球不動產證券化基金 (本基金之配息來源可能為本金),119503,0.10%,42854,0.04%,0,0.00%,2107227,1.75%,276964,0.23%,0,0.00%,183759,0.15%,2730307,2.27%
AA2,10338642,第一金全球大趨勢基金,612226,0.11%,97809,0.02%,0,0.00%,10161397,1.85%,1318507,0.24%,0,0.00%,200295,0.04%,12390234,2.26%
AC23,25593418,第一金全球非投資等級債券基金 (本基金之配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,18685304,1.50%,2117703,0.17%,0,0.00%,202001,0.02%,21005008,1.69%
AA2,25620512,第一金中國世紀基金,591278,0.04%,455279,0.03%,0,0.00%,26075940,1.80%,3621580,0.25%,0,0.00%,432525,0.03%,31176602,2.15%
AA2,25652648,第一金亞洲新興市場基金,70500,0.02%,30397,0.01%,0,0.00%,5707070,1.85%,802064,0.26%,0,0.00%,353227,0.11%,6963258,2.26%
AA1,26202396,第一金創新趨勢基金,2658936,0.18%,4767385,0.33%,0,0.00%,23259605,1.60%,2325969,0.16%,0,0.00%,181367,0.01%,33193262,2.28%
AA2,42399017,第一金全球AI機器人及自動化產業基金,5665910,0.14%,958718,0.02%,0,0.00%,79667425,2.00%,10380874,0.26%,0,0.00%,175578,0.00%,96848505,2.43%
AA2,42455621,第一金全球AI FinTech金融科技基金,1737975,0.14%,612602,0.05%,0,0.00%,25664166,2.00%,3336352,0.26%,0,0.00%,217254,0.02%,31568349,2.46%
AA2,42539761,第一金全球水電瓦斯及基礎建設收益基金 (本基金之配息來源可能為本金),7600623,0.13%,2149020,0.04%,0,0.00%,100771674,1.71%,15361499,0.26%,0,0.00%,225599,0.00%,126108415,2.13%
AH11,72949242,第一金臺灣工業菁英30 ETF基金,1971862,0.08%,4952946,0.20%,5546858,0.22%,10083179,0.40%,882281,0.04%,0,0.00%,1537128,0.06%,13880538,0.55%
AA2,72960196,第一金全球AI精準醫療基金,2758100,0.07%,233500,0.01%,0,0.00%,76090946,2.00%,10663974,0.28%,0,0.00%,224243,0.01%,89970763,2.36%
AA2,73723123,第一金全球AI人工智慧基金,8256324,0.19%,1088764,0.03%,0,0.00%,83872117,1.94%,11688063,0.27%,0,0.00%,269182,0.01%,105174450,2.43%
AH22,75970725,第一金彭博美國10年期以上金融債券指數ETF基金,0,0.00%,0,0.00%,0,0.00%,1440343,0.20%,1080272,0.15%,0,0.00%,824904,0.11%,3345519,0.46%
AC21,76305220,第一金美國100大企業債券基金 (本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,38543546,1.00%,7711711,0.20%,0,0.00%,213968,0.01%,46469225,1.21%
AC21,76348683,第一金全球富裕國家債券基金 (本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,7554979,1.17%,1610470,0.25%,0,0.00%,168547,0.03%,9333996,1.45%
AC21,77813048,第一金四年到期新興市場投資級債券基金 (本基金有相當比重得投資於非投資等級之高風險債券且配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,9962335,0.50%,2390931,0.12%,0,0.00%,166510,0.01%,12519776,0.63%
AA2,88101307,第一金全球Fitness健康瘦身基金,471284,0.10%,62229,0.01%,0,0.00%,8683737,1.80%,1302534,0.27%,0,0.00%,170322,0.04%,10690106,2.22%
AA2,88101313,第一金全球Pet毛小孩基金,293602,0.11%,70762,0.03%,0,0.00%,4988808,1.80%,748339,0.27%,0,0.00%,166495,0.06%,6268006,2.26%
AA2,88101334,第一金全球eSports電競基金,1828026,0.12%,878859,0.06%,0,0.00%,26262183,1.75%,4051975,0.27%,0,0.00%,178024,0.01%,33199067,2.21%
AC21,88132717,第一金四至六年機動到期全球富裕國家投資級債券基金 (本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,4953151,0.50%,1188827,0.12%,0,0.00%,166000,0.02%,6307978,0.64%
AA1,88271077,第一金台灣核心戰略建設基金 (本基金配息來源可能為本金),5080947,0.48%,11208563,1.06%,0,0.00%,16989417,1.60%,1592726,0.15%,0,0.00%,166795,0.02%,35038448,3.30%
AH21,88316551,第一金太空衛星ETF基金,363017,0.34%,107932,0.10%,132532,0.12%,965965,0.90%,246855,0.23%,0,0.00%,1001388,0.93%,2552625,2.38%
AJ2,93153352,第一金全球永續影響力投資多重資產基金 (本基金有一定比重得投資於非投資等級之高風險債券),0,0.00%,0,0.00%,0,0.00%,8957449,0.22%,1325898,0.03%,0,0.00%,112230,0.00%,10395577,0.26%
AB1,971080,匯豐安富基金,558813,0.07%,923086,0.12%,0,0.00%,9514249,1.20%,2000000,0.25%,0,0.00%,213891,0.03%,13210039,1.67%
AA1,76941376,匯豐成功基金,314789,0.06%,421431,0.07%,0,0.00%,3945304,0.70%,789063,0.14%,0,0.00%,180359,0.03%,5650946,1.00%
AA1,1031298,匯豐龍鳳基金,1864847,0.08%,2995865,0.12%,0,0.00%,29561364,1.19%,2976589,0.12%,0,0.00%,180607,0.01%,37579272,1.51%
AA1,92017794,匯豐龍騰電子基金,1894006,0.14%,3057926,0.22%,0,0.00%,16388975,1.20%,2048606,0.15%,0,0.00%,180480,0.01%,23569993,1.73%
AA1,73987671,匯豐台灣精典基金,1221495,0.17%,2082859,0.28%,0,0.00%,11079546,1.50%,960246,0.13%,0,0.00%,180600,0.02%,15524746,2.10%
AA2,48686374,匯豐金磚動力基金,1881964,0.20%,1257330,0.13%,0,0.00%,18860233,2.00%,3017632,0.32%,0,0.00%,921600,0.10%,25938759,2.75%
AA2,48784327,匯豐新鑽動力基金,201366,0.03%,91126,0.01%,0,0.00%,12289609,2.00%,1966331,0.32%,0,0.00%,362669,0.06%,14911101,2.43%
AE21,48865209,匯豐全球趨勢組合基金,60795,0.02%,382,0.00%,0,0.00%,4076950,1.20%,441671,0.13%,0,0.00%,200060,0.06%,4779858,1.41%
AA2,48925001,匯豐全球關鍵資源基金,2857673,0.27%,369994,0.04%,0,0.00%,18964327,1.80%,2844660,0.27%,0,0.00%,290409,0.03%,25327063,2.40%
AA2,25500903,匯豐中國動力基金,1065937,0.17%,768504,0.12%,0,0.00%,11363996,1.80%,1578343,0.25%,0,0.00%,578438,0.09%,15355218,2.43%
AC21,25695077,匯豐資源豐富國家收益基金 (本基金有一定比重投資於非投資等級之高風險債券且配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,8204684,1.20%,1709306,0.25%,0,0.00%,221758,0.03%,10135748,1.48%
AC23,26286281,匯豐亞洲非投資等級債券基金 (本基金配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,5555938,1.50%,814877,0.22%,0,0.00%,207692,0.06%,6578507,1.78%
AA2,38482745,匯豐中國A股匯聚基金,9843456,0.40%,4162771,0.17%,0,0.00%,43955813,1.80%,6349174,0.26%,0,0.00%,773311,0.03%,65084525,2.67%
AA2,42325064,匯豐中國科技精選基金,1313162,0.32%,649725,0.16%,0,0.00%,8120122,2.00%,1055626,0.26%,0,0.00%,593391,0.15%,11732026,2.89%
AC21,76973003,匯豐三至四年目標到期新興亞洲債券基金 (本基金有相當比重投資於非投資等級之高風險債券且基金配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,5885614,1.00%,706274,0.12%,0,0.00%,200100,0.03%,6791988,1.15%
AE23,88183314,匯豐ESG永續多元資產組合基金 (本基金有相當比重投資於非投資等級之高風險債券基金且本基金配息來源可能為本金及收益平準金),201273,0.03%,268,0.00%,0,0.00%,9604948,1.20%,1120585,0.14%,0,0.00%,200060,0.02%,11127134,1.39%
AA2,88393254,匯豐全球基礎建設收益基金 (本基金配息來源可能為本金及收益平準金),5015469,0.23%,528556,0.02%,0,0.00%,29210835,1.36%,4219340,0.20%,0,0.00%,291723,0.01%,39265923,1.83%
AA1,974066,元大2001基金,14009023,0.48%,23032674,0.80%,0,0.00%,34671107,1.20%,5778513,0.20%,0,0.00%,210595,0.01%,77701912,2.69%
AA1,1032058,元大多福基金,20861969,0.49%,34246200,0.80%,0,0.00%,64180133,1.50%,6418012,0.15%,0,0.00%,260635,0.01%,125966949,2.94%
AA1,92001765,元大多多基金,4264962,0.50%,6915545,0.80%,0,0.00%,15055173,1.75%,1290466,0.15%,0,0.00%,200435,0.02%,27726581,3.22%
AD1,92017204,元大得利貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,18575018,0.07%,7960727,0.03%,0,0.00%,1574540,0.01%,28110285,0.11%
AA1,92026219,元大卓越基金,23163050,0.45%,37287652,0.73%,0,0.00%,81728522,1.60%,6129631,0.12%,0,0.00%,195355,0.00%,148504210,2.91%
AA1,20080023,元大店頭基金,5049553,0.47%,8315622,0.77%,0,0.00%,17217393,1.60%,1614124,0.15%,0,0.00%,150730,0.01%,32347422,3.01%
AD1,20081331,元大萬泰貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,13727703,0.07%,6373570,0.03%,0,0.00%,1065420,0.01%,21166693,0.11%
AA1,81584335,元大高科技基金,26435882,0.56%,42722510,0.91%,0,0.00%,75481344,1.60%,7076370,0.15%,0,0.00%,255505,0.01%,151971611,3.22%
AA1,83863951,元大經貿基金,5569629,0.37%,8841846,0.59%,0,0.00%,23952170,1.60%,2245529,0.15%,0,0.00%,180465,0.01%,40789639,2.72%
AA1,17139204,元大新主流基金,8428386,0.33%,13668395,0.53%,0,0.00%,41165291,1.60%,3859232,0.15%,0,0.00%,180728,0.01%,67302032,2.62%
AD1,13530495,元大得寶貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,10875010,0.07%,4660710,0.03%,0,0.00%,1144054,0.01%,16679774,0.11%
AH11,98764389,元大台灣卓越50基金,26092981,0.01%,63673528,0.02%,0,0.00%,944283476,0.32%,103281006,0.04%,0,0.00%,134973765,0.05%,1272304756,0.43%
AI1,99346928,元大台灣加權股價指數基金,5815315,0.08%,9916251,0.14%,0,0.00%,50647086,0.69%,7338323,0.10%,0,0.00%,1819641,0.02%,75536616,1.03%
AE23,99967974,元大全球ETF穩健組合基金,1851079,0.15%,22364,0.00%,0,0.00%,12365122,0.99%,1752189,0.14%,0,0.00%,180126,0.01%,16170880,1.29%
AG,21718388,元大全球不動產證券化基金 (基金之配息來源可能為本金),3851450,0.25%,273989,0.02%,0,0.00%,28257266,1.80%,3924624,0.25%,0,0.00%,233202,0.01%,36540531,2.33%
AA2,48708243,元大亞太成長基金,2263873,0.41%,1008263,0.18%,0,0.00%,9874458,1.80%,1426300,0.26%,0,0.00%,713683,0.13%,15286577,2.78%
AE21,48760113,元大全球新興市場精選組合基金,270690,0.06%,476,0.00%,0,0.00%,5369021,1.19%,586137,0.13%,0,0.00%,180190,0.04%,6406514,1.42%
AH11,48772770,元大台灣中型100基金,542676,0.05%,985849,0.09%,0,0.00%,4173020,0.40%,365151,0.04%,0,0.00%,1042296,0.10%,7108992,0.68%
AE21,48789815,元大全球ETF成長組合基金,1623210,0.15%,2438,0.00%,0,0.00%,13129977,1.20%,1534243,0.14%,0,0.00%,150000,0.01%,16439868,1.50%
AG,48885346,元大全球地產建設入息基金 (基金之配息來源可能為本金),1154466,0.22%,79426,0.02%,0,0.00%,9033784,1.75%,1290534,0.25%,0,0.00%,217619,0.04%,11775829,2.28%
AH11,48903175,元大台灣金融基金,120711,0.01%,147393,0.01%,0,0.00%,6870046,0.40%,601139,0.04%,0,0.00%,1532924,0.09%,9272213,0.54%
AH11,48903196,元大台灣電子科技基金,19095,0.01%,18387,0.01%,0,0.00%,1282150,0.40%,112183,0.04%,0,0.00%,496531,0.15%,1928346,0.60%
AA2,48952816,元大全球公用能源效率基金 (基金之配息來源可能為本金),160469,0.04%,351,0.00%,0,0.00%,7762841,1.80%,1121315,0.26%,0,0.00%,211995,0.05%,9256971,2.15%
AH11,48966213,元大台灣高股息基金 (本基金之配息來源可能為收益平準金),112494332,0.05%,236883615,0.11%,0,0.00%,643721672,0.30%,75100862,0.04%,0,0.00%,135454312,0.06%,1203654793,0.56%
AA2,10348058,元大全球農業商機基金,634157,0.15%,4426,0.00%,0,0.00%,7723636,1.85%,1127234,0.27%,0,0.00%,164488,0.04%,9653941,2.31%
AA2,25520400,元大新中國基金,676766,0.08%,340199,0.04%,0,0.00%,15834058,1.79%,2303246,0.26%,0,0.00%,211644,0.02%,19365913,2.19%
AI2,25591306,元大大中華價值指數基金,256423,0.06%,97744,0.02%,0,0.00%,4565348,1.00%,730423,0.16%,0,0.00%,1005516,0.22%,6655454,1.46%
AH21,25610486,元大標智滬深300基金,387961,0.02%,2090,0.00%,254165,0.01%,7149021,0.30%,2383000,0.10%,0,0.00%,513348,0.02%,10181255,0.43%
AA2,25622390,元大印度基金,875007,0.22%,79558,0.02%,0,0.00%,7190084,1.80%,1118452,0.28%,0,0.00%,863201,0.22%,10126302,2.54%
AA2,25643156,元大新興亞洲基金,1998593,0.40%,576069,0.12%,0,0.00%,9875196,2.00%,1382534,0.28%,0,0.00%,618421,0.13%,14450813,2.93%
AI2,26203846,元大印尼指數基金,232582,0.11%,21316,0.01%,0,0.00%,2550016,1.25%,326404,0.16%,0,0.00%,433722,0.21%,3564040,1.75%
AI2,26203851,元大巴西指數基金,167365,0.07%,58765,0.03%,0,0.00%,2899229,1.25%,463891,0.20%,0,0.00%,467913,0.20%,4057163,1.75%
AH11,26282102,元大富櫃50基金,266732,0.08%,555012,0.16%,486869,0.14%,1417603,0.40%,124040,0.04%,0,0.00%,384328,0.11%,2260846,0.64%
AH11,26306553,元大摩臺基金,63844,0.01%,104595,0.01%,0,0.00%,2135052,0.30%,249083,0.04%,0,0.00%,671369,0.09%,3223943,0.45%
AH21,31830488,元大上證50基金,1449260,0.10%,52323,0.00%,2066654,0.14%,14664494,0.99%,1481253,0.10%,0,0.00%,1958724,0.13%,17539400,1.18%
AD2,38546966,元大人民幣貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,1156789,0.30%,385604,0.10%,0,0.00%,197725,0.05%,1740118,0.45%
AH13,38619904,元大台灣50單日正向2倍基金,8028820,0.08%,11356143,0.12%,13920060,0.14%,98427900,1.00%,3937098,0.04%,0,0.00%,5755592,0.06%,113585493,1.16%
AH13,38619910,元大台灣50單日反向1倍基金,16297080,0.04%,22704127,0.05%,9740832,0.02%,427633128,1.00%,17105317,0.04%,0,0.00%,17466246,0.04%,491465066,1.15%
AA2,38639090,元大大中華TMT基金,1777102,0.27%,522058,0.08%,0,0.00%,11970139,1.80%,1729035,0.26%,0,0.00%,713535,0.11%,16711869,2.51%
AH23,42300232,元大滬深300單日反向1倍基金,1564315,0.42%,0,0.00%,122574,0.03%,3697012,0.99%,784225,0.21%,0,0.00%,1087706,0.29%,7010684,1.88%
AH23,42300253,元大滬深300單日正向2倍基金,200718152,0.81%,0,0.00%,31134221,0.13%,244132346,0.98%,57168744,0.23%,0,0.00%,10868879,0.04%,481753900,1.94%
AA2,42307684,元大全球股票入息基金 (基金之配息來源可能為本金),281387,0.09%,5472,0.00%,0,0.00%,5602478,1.80%,809238,0.26%,0,0.00%,217487,0.07%,6916062,2.22%
AC21,42321314,元大新興印尼機會債券基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,6593839,1.00%,1648505,0.25%,0,0.00%,218583,0.03%,8460927,1.28%
AH23,42333563,元大標普500單日反向1倍基金,225395,0.02%,0,0.00%,244691,0.02%,13616010,0.99%,2475626,0.18%,0,0.00%,1218417,0.09%,17290757,1.26%
AH23,42333579,元大標普500單日正向2倍基金,148409,0.03%,0,0.00%,101736,0.02%,4848094,0.99%,979401,0.20%,0,0.00%,995586,0.20%,6869754,1.40%
AH21,42333613,元大標普500基金,5826622,0.04%,19779,0.00%,17940922,0.12%,45144661,0.30%,31601254,0.21%,0,0.00%,8122023,0.05%,72773417,0.48%
AD2,42381754,元大美元貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,1898805,0.15%,886120,0.07%,0,0.00%,242244,0.02%,3027169,0.24%
AH21,42398663,元大日經225基金,937685,0.15%,0,0.00%,2747739,0.43%,3198467,0.50%,1279379,0.20%,0,0.00%,691616,0.11%,3359408,0.52%
AH21,42398684,元大歐洲50基金,82124,0.03%,84,0.00%,47922,0.02%,1318900,0.50%,633078,0.24%,0,0.00%,749769,0.28%,2736033,1.04%
AB2,42403764,元大新東協平衡基金 (本基金有相當比重投資於非投資等級之高風險債券),814648,0.21%,119121,0.03%,0,0.00%,6272329,1.60%,1019263,0.26%,0,0.00%,452373,0.12%,8677734,2.21%
AH24,42461567,元大美國政府20年期(以上)債券單日正向2倍基金,4644616,0.05%,0,0.00%,0,0.00%,72187741,0.75%,20212550,0.21%,0,0.00%,5542620,0.06%,102587527,1.06%
AH22,42461573,元大美國政府20年期(以上)債券基金 (本基金之配息來源可能為收益平準金),0,0.00%,0,0.00%,0,0.00%,91251371,0.10%,46672423,0.05%,0,0.00%,12690287,0.01%,150614081,0.16%
AH24,42461588,元大美國政府20年期(以上)債券單日反向1倍基金,107954,0.02%,0,0.00%,0,0.00%,3532441,0.77%,753575,0.16%,0,0.00%,1472150,0.32%,5866120,1.27%
AH22,42469744,元大美國政府7至10年期債券基金,0,0.00%,0,0.00%,0,0.00%,1178176,0.20%,1001437,0.17%,0,0.00%,1064426,0.18%,3244039,0.55%
AH11,42540916,元大台灣高股息低波動ETF基金 (本基金之配息來源可能為收益平準金),62005187,0.19%,112337140,0.34%,60729327,0.19%,97514541,0.30%,11376698,0.03%,0,0.00%,12567353,0.04%,235071592,0.72%
AI2,42525387,元大亞太優質高股息100指數基金 (基金之收益分配由經理公司得依收益之情況自行決定當季配息型受益權單位配息與否及分配之金額，故每季分配之金額並非一定相同),71622,0.05%,4573,0.00%,0,0.00%,1849685,1.20%,339124,0.22%,0,0.00%,876260,0.57%,3141264,2.04%
AH22,42552623,元大20年期以上BBB級美元公司債券ETF基金 (本基金之配息來源可能為收益平準金),0,0.00%,0,0.00%,0,0.00%,222398960,0.30%,88959592,0.12%,0,0.00%,27419457,0.04%,338778009,0.46%
AH22,42552638,元大中國國債及政策性金融債3至5年期債券ETF基金,0,0.00%,0,0.00%,0,0.00%,849946,0.40%,318715,0.15%,0,0.00%,859145,0.40%,2027806,0.95%
AH22,42552659,元大美國政府1至3年期債券ETF基金,0,0.00%,0,0.00%,0,0.00%,3980114,0.07%,3442745,0.06%,0,0.00%,2665550,0.05%,10088409,0.19%
AH21,72963026,元大MSCI中國A股國際通ETF基金,361538,0.04%,8103,0.00%,131261,0.02%,5641958,0.70%,805995,0.10%,0,0.00%,1169834,0.15%,7856167,0.97%
AH22,73656187,元大20年期以上AAA至A級美元公司債券ETF基金 (本基金之配息來源可能為收益平準金),0,0.00%,0,0.00%,0,0.00%,163682738,0.18%,50726138,0.06%,0,0.00%,20301701,0.02%,234710577,0.26%
AH21,73694555,元大全球人工智慧ETF基金,567882,0.05%,62204,0.01%,652674,0.06%,9947799,0.90%,2873818,0.26%,0,0.00%,1196447,0.11%,13995476,1.27%
AH22,74722571,元大10年期以上美元投資級銀行債券ETF基金,0,0.00%,0,0.00%,0,0.00%,1406466,0.30%,468816,0.10%,0,0.00%,717462,0.15%,2592744,0.55%
AH22,74722592,元大10年期以上美元投資級醫療保健債券ETF基金,0,0.00%,0,0.00%,0,0.00%,952653,0.30%,317546,0.10%,0,0.00%,694101,0.22%,1964300,0.62%
AH22,74722657,元大10年期以上美元投資級公共事業電能債券ETF基金,0,0.00%,0,0.00%,0,0.00%,1396799,0.30%,465594,0.10%,0,0.00%,719789,0.15%,2582182,0.55%
AH21,74705236,元大標普美國高息特別股ETF基金,106327,0.03%,2248,0.00%,232519,0.06%,2049323,0.55%,745213,0.20%,0,0.00%,922194,0.25%,3592786,0.97%
AK1,75970921,元大台灣高股息ETF連結基金,2162131,0.08%,1238845,0.05%,0,0.00%,354953,0.01%,539632,0.02%,0,0.00%,210000,0.01%,4505561,0.17%
AK1,75970963,元大台灣卓越50ETF連結基金,4608644,0.06%,979881,0.01%,0,0.00%,1310079,0.02%,1232810,0.02%,0,0.00%,285000,0.00%,8416414,0.10%
AK1,75971153,元大富櫃50ETF連結基金,145968,0.09%,89888,0.06%,0,0.00%,32490,0.02%,31932,0.02%,0,0.00%,150000,0.09%,450278,0.28%
AH11,76322163,元大臺灣ESG永續ETF基金 (本基金之配息來源可能為收益平準金),4758511,0.04%,6463542,0.05%,9631480,0.08%,37545482,0.30%,4380307,0.03%,0,0.00%,6066931,0.05%,49583293,0.40%
AH21,76347684,元大全球未來通訊ETF基金,1008835,0.02%,928792,0.02%,1961003,0.05%,37739208,0.90%,9644459,0.23%,0,0.00%,3765532,0.09%,51125823,1.22%
AH22,76737557,元大15年期以上新興市場主權債ETF基金 (本基金有一定比重投資於非投資等級之高風險債券，且配息來源可能為收益平準金),0,0.00%,0,0.00%,0,0.00%,25421424,0.20%,12710707,0.10%,0,0.00%,3772883,0.03%,41905014,0.33%
AA1,76959044,元大台灣高股息優質龍頭基金 (本基金之配息來源可能為收益平準金),119162996,0.28%,192410189,0.46%,0,0.00%,349386516,0.83%,46315890,0.11%,0,0.00%,331647,0.00%,707607238,1.68%
