類型代號,基金統編,基金名稱,手續費_累積金額,手續費_比率,交易稅_累積金額,交易稅_比率,股票ETF及指數型基金申購/買回交易費_累積金額,股票ETF及指數型基金申購/買回交易費_比率,經理費_累積金額,經理費_比率,保管費_累積金額,保管費_比率,保證費_累積金額,保證費_比率,其他項費用_累積金額,其他項費用_比率,合計_累積金額,合計_比率
AJ2,93218643,匯豐超核心多重資產基金 (本基金有一定比重投資於非投資等級之高風險債券),2417390,0.06%,1768448,0.04%,0,0.00%,40009263,1.00%,5779109,0.14%,0,0.00%,288030,0.01%,50262240,1.26%
AJ2,510387,匯豐超核心優化多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且本基金配息來源可能為本金及收益平準金),1454844,0.08%,852422,0.04%,0,0.00%,13776773,0.71%,2066519,0.11%,0,0.00%,151301,0.01%,18301859,0.95%
AA1,974066,元大2001基金,8355444,0.27%,13964915,0.46%,0,0.00%,36727714,1.20%,6121309,0.20%,0,0.00%,210450,0.01%,65379832,2.14%
AA1,1032058,元大多福基金,16577708,0.41%,28082373,0.70%,0,0.00%,60233561,1.50%,6023359,0.15%,0,0.00%,380360,0.01%,111297361,2.77%
AA1,92001765,元大多多基金,2624894,0.28%,4445836,0.48%,0,0.00%,16194935,1.75%,1388149,0.15%,0,0.00%,200330,0.02%,24854144,2.69%
AD1,92017204,元大得利貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,18496026,0.07%,7926861,0.03%,0,0.00%,1619388,0.01%,28042275,0.11%
AA1,92026219,元大卓越基金,14369782,0.27%,25135999,0.48%,0,0.00%,83629538,1.60%,6272208,0.12%,0,0.00%,195515,0.00%,129603042,2.48%
AA1,20080023,元大店頭基金,3471555,0.30%,5961451,0.51%,0,0.00%,18527165,1.60%,1736917,0.15%,0,0.00%,180470,0.02%,29877558,2.58%
AD1,20081331,元大萬泰貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,15062936,0.07%,6993498,0.03%,0,0.00%,1288737,0.01%,23345171,0.11%
AA1,81584335,元大高科技基金,13207645,0.27%,22569082,0.46%,0,0.00%,79154521,1.60%,7420731,0.15%,0,0.00%,330320,0.01%,122682299,2.48%
AA1,83863951,元大經貿基金,4133803,0.26%,7163165,0.45%,0,0.00%,25550849,1.60%,2395382,0.15%,0,0.00%,180310,0.01%,39423509,2.47%
AA1,17139204,元大新主流基金,7373584,0.25%,12389376,0.41%,0,0.00%,48107355,1.60%,4510061,0.15%,0,0.00%,210400,0.01%,72590776,2.41%
AD1,13530495,元大得寶貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,10373829,0.07%,4445924,0.03%,0,0.00%,1067067,0.01%,15886820,0.11%
AH11,98764389,元大台灣卓越50基金,21889386,0.01%,46482038,0.01%,0,0.00%,1167258805,0.32%,127668928,0.04%,0,0.00%,160584941,0.04%,1523884098,0.42%
AI1,99346928,元大台灣加權股價指數基金,7412104,0.08%,10781364,0.12%,0,0.00%,57780591,0.62%,9323250,0.10%,0,0.00%,2315498,0.02%,87612807,0.94%
AE23,99967974,元大全球ETF穩健組合基金,905126,0.06%,42931,0.00%,0,0.00%,14012171,0.99%,1979779,0.14%,0,0.00%,210100,0.01%,17150107,1.21%
AG,21718388,元大全球不動產證券化基金 (基金之配息來源可能為本金),1770477,0.12%,15900,0.00%,0,0.00%,27548686,1.80%,3826195,0.25%,0,0.00%,233992,0.02%,33395250,2.18%
AA2,48708243,元大亞太成長基金,781492,0.09%,425950,0.05%,0,0.00%,16354622,1.80%,2362323,0.26%,0,0.00%,261534,0.03%,20185921,2.22%
AE21,48760113,元大全球新興市場精選組合基金,446790,0.10%,53,0.00%,0,0.00%,5474723,1.20%,593103,0.13%,0,0.00%,180630,0.04%,6695299,1.47%
AH11,48772770,元大台灣中型100基金,632499,0.04%,1063011,0.07%,0,0.00%,6406749,0.40%,560591,0.04%,0,0.00%,1479806,0.09%,10142656,0.63%
AE21,48789815,元大全球ETF成長組合基金,2983577,0.22%,8762,0.00%,0,0.00%,15969223,1.20%,1863082,0.14%,0,0.00%,181230,0.01%,21005874,1.58%
AG,48885346,元大全球地產建設入息基金 (本基金之配息來源可能為本金且並無保證收益及配息),451242,0.09%,16870,0.00%,0,0.00%,8493748,1.75%,1213374,0.25%,0,0.00%,207765,0.04%,10382999,2.14%
AH11,48903175,元大台灣金融基金,247289,0.01%,488658,0.03%,0,0.00%,7602488,0.40%,665213,0.04%,0,0.00%,1646052,0.09%,10649700,0.56%
AH11,48903196,元大台灣電子科技基金,9424,0.00%,25828,0.01%,0,0.00%,1890395,0.40%,165414,0.04%,0,0.00%,562823,0.12%,2653884,0.56%
AA2,48952816,元大全球公用能源效率基金 (基金之配息來源可能為本金),117858,0.03%,556,0.00%,0,0.00%,7328364,1.80%,1058538,0.26%,0,0.00%,197711,0.05%,8703027,2.14%
AH11,48966213,元大台灣高股息基金 (本基金之配息來源可能為收益平準金),215496765,0.07%,398567879,0.13%,0,0.00%,902477085,0.30%,105288986,0.04%,0,0.00%,169850099,0.06%,1791680814,0.60%
AA2,10348058,元大全球農業商機基金,397032,0.09%,1273,0.00%,0,0.00%,7770857,1.85%,1134138,0.27%,0,0.00%,197967,0.05%,9501267,2.26%
AA2,25520400,元大新中國基金,256007,0.03%,182619,0.02%,0,0.00%,15959728,1.79%,2319910,0.26%,0,0.00%,201684,0.02%,18919948,2.12%
AI2,25591306,元大大中華價值指數基金,294038,0.07%,343627,0.08%,0,0.00%,4377275,1.00%,700376,0.16%,0,0.00%,1037911,0.24%,6753227,1.54%
AH21,25610486,元大標智滬深300基金,1029618,0.04%,11622,0.00%,2020638,0.08%,7344116,0.30%,2448034,0.10%,0,0.00%,515068,0.02%,9327820,0.38%
AA2,25622390,元大印度基金,637180,0.13%,121413,0.03%,0,0.00%,8691356,1.80%,1351983,0.28%,0,0.00%,919218,0.19%,11721150,2.43%
AA2,25643156,元大新興亞洲基金,1605401,0.29%,713186,0.13%,0,0.00%,10930848,2.00%,1530321,0.28%,0,0.00%,768186,0.14%,15547942,2.84%
AI2,26203846,元大印尼指數基金,119087,0.07%,10999,0.01%,0,0.00%,2253114,1.25%,288414,0.16%,0,0.00%,449922,0.25%,3121536,1.73%
AI2,26203851,元大巴西指數基金,94951,0.05%,30091,0.02%,0,0.00%,2297127,1.25%,367537,0.20%,0,0.00%,454884,0.25%,3244590,1.77%
AH11,26282102,元大富櫃50基金,259679,0.07%,440665,0.12%,428229,0.12%,1422564,0.40%,124480,0.04%,0,0.00%,389161,0.11%,2208320,0.62%
AH11,26306553,元大摩臺基金,75660,0.01%,142523,0.02%,0,0.00%,2498539,0.30%,291495,0.04%,0,0.00%,739015,0.09%,3747232,0.45%
AH21,31830488,元大上證50基金,1088036,0.09%,14184,0.00%,1281079,0.10%,12321992,0.99%,1244630,0.10%,0,0.00%,1796878,0.14%,15184641,1.22%
AD2,38546966,元大人民幣貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,1029761,0.30%,343269,0.10%,0,0.00%,197408,0.06%,1570438,0.46%
AH13,38619904,元大台灣50單日正向2倍基金,13766960,0.06%,26014684,0.11%,19892222,0.08%,234179620,1.00%,9367180,0.04%,0,0.00%,10311994,0.04%,273748216,1.17%
AH13,38619910,元大台灣50單日反向1倍基金,9561282,0.03%,17388080,0.06%,16306591,0.05%,308514739,1.00%,12340587,0.04%,0,0.00%,14844600,0.05%,346342697,1.12%
AA2,38639090,元大大中華TMT基金,1095245,0.18%,1717382,0.28%,0,0.00%,11117600,1.80%,1605903,0.26%,0,0.00%,406365,0.07%,15942495,2.58%
AH23,42300232,元大滬深300單日反向1倍基金,1336413,0.45%,0,0.00%,250398,0.09%,2914107,0.99%,618132,0.21%,0,0.00%,1156012,0.39%,5774266,1.96%
AH23,42300253,元大滬深300單日正向2倍基金,226351787,0.83%,0,0.00%,28355097,0.10%,269570957,0.98%,63060715,0.23%,0,0.00%,12132132,0.04%,542760494,1.98%
AA2,42307684,元大全球股票入息基金 (本基金之配息來源可能為本金且並無保證收益及配息),72771,0.02%,452,0.00%,0,0.00%,6123641,1.80%,884521,0.26%,0,0.00%,201971,0.06%,7283356,2.14%
AC21,42321314,元大新興印尼機會債券基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,6780603,1.00%,1695146,0.25%,0,0.00%,213012,0.03%,8688761,1.28%
AH23,42333563,元大標普500單日反向1倍基金,123276,0.01%,0,0.00%,190846,0.02%,9680124,0.99%,1760021,0.18%,0,0.00%,1204932,0.12%,12577507,1.29%
AH23,42333579,元大標普500單日正向2倍基金,154182,0.03%,0,0.00%,259210,0.04%,5925606,0.99%,1133504,0.19%,0,0.00%,1050178,0.18%,8004260,1.34%
AH21,42333613,元大標普500基金,10974020,0.05%,89372,0.00%,35765583,0.17%,63920752,0.30%,26861085,0.13%,0,0.00%,11399654,0.05%,77479300,0.36%
AD2,42381754,元大美元貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,1091812,0.15%,509517,0.07%,0,0.00%,218973,0.03%,1820302,0.25%
AH21,42398663,元大日經225基金,5503252,0.20%,0,0.00%,15513291,0.57%,11101051,0.41%,5441925,0.20%,0,0.00%,2239840,0.08%,8772777,0.32%
AH21,42398684,元大歐洲50基金,53334,0.02%,0,0.00%,52758,0.02%,1275963,0.50%,612469,0.24%,0,0.00%,765121,0.30%,2654129,1.04%
AB2,42403764,元大新東協平衡基金 (本基金有相當比重投資於非投資等級之高風險債券),622387,0.13%,117448,0.02%,0,0.00%,7917213,1.60%,1286561,0.26%,0,0.00%,218749,0.04%,10162358,2.05%
AH24,42461567,元大美國政府20年期(以上)債券單日正向2倍基金,13170015,0.04%,0,0.00%,0,0.00%,235124640,0.75%,65834900,0.21%,0,0.00%,12946088,0.04%,327075643,1.04%
AH22,42461573,元大美國政府20年期(以上)債券基金 (本基金之配息來源可能為收益平準金),0,0.00%,0,0.00%,0,0.00%,236769229,0.10%,94707698,0.04%,0,0.00%,13013570,0.01%,344490497,0.15%
AH24,42461588,元大美國政府20年期(以上)債券單日反向1倍基金,89983,0.02%,0,0.00%,0,0.00%,3177217,0.75%,677803,0.16%,0,0.00%,1295908,0.31%,5240911,1.24%
AH22,42469744,元大美國政府7至10年期債券基金,0,0.00%,0,0.00%,0,0.00%,2773447,0.20%,1739042,0.13%,0,0.00%,1277031,0.09%,5789520,0.42%
AH11,42540916,元大台灣高股息低波動ETF基金 (本基金之配息來源可能為收益平準金),141666638,0.18%,180213646,0.22%,110319812,0.14%,242770074,0.30%,28323186,0.04%,0,0.00%,29671149,0.04%,512324881,0.63%
AI2,42525387,元大亞太優質高股息100指數基金 (基金之收益分配由經理公司得依收益之情況自行決定當季配息型受益權單位配息與否及分配之金額，故每季分配之金額並非一定相同且並無保證收益及配息),74581,0.06%,5414,0.00%,0,0.00%,1617585,1.20%,296571,0.22%,0,0.00%,910599,0.68%,2904750,2.15%
AH22,42552623,元大20年期以上BBB級美元公司債券ETF基金 (本基金之配息來源可能為收益平準金),0,0.00%,0,0.00%,0,0.00%,426856847,0.30%,77976171,0.05%,0,0.00%,52636910,0.04%,557469928,0.39%
AH22,42552659,元大美國政府1至3年期債券ETF基金,0,0.00%,0,0.00%,0,0.00%,9135495,0.07%,7830424,0.06%,0,0.00%,5425335,0.04%,22391254,0.17%
AH21,72963026,元大MSCI中國A股國際通ETF基金,476363,0.07%,14796,0.00%,551943,0.08%,5070733,0.70%,724391,0.10%,0,0.00%,1071702,0.15%,6806042,0.94%
AH22,73656187,元大20年期以上AAA至A級美元公司債券ETF基金 (本基金之配息來源可能為收益平準金),0,0.00%,0,0.00%,0,0.00%,276596494,0.18%,76832372,0.05%,0,0.00%,34251263,0.02%,387680129,0.25%
AH21,73694555,元大全球人工智慧ETF基金,1040135,0.04%,34979,0.00%,1766796,0.07%,22344996,0.90%,6455216,0.26%,0,0.00%,2222944,0.09%,30331474,1.22%
AH22,74722571,元大10年期以上美元投資級銀行債券ETF基金,0,0.00%,0,0.00%,0,0.00%,3758644,0.30%,1252881,0.10%,0,0.00%,905097,0.07%,5916622,0.47%
AH22,74722592,元大10年期以上美元投資級醫療保健債券ETF基金,0,0.00%,0,0.00%,0,0.00%,1692836,0.30%,564274,0.10%,0,0.00%,766957,0.14%,3024067,0.54%
AH22,74722657,元大10年期以上美元投資級公共事業電能債券ETF基金,0,0.00%,0,0.00%,0,0.00%,3392061,0.30%,1130687,0.10%,0,0.00%,881991,0.08%,5404739,0.48%
AH21,74705236,元大標普美國高息特別股ETF基金 (本基金並無保證收益及配息),37402,0.01%,1205,0.00%,52907,0.02%,1809378,0.55%,657954,0.20%,0,0.00%,905992,0.28%,3359024,1.02%
AK1,75970921,元大台灣高股息ETF連結基金 (本基金並無保證收益及配息),997120,0.04%,442510,0.02%,0,0.00%,401199,0.02%,534742,0.02%,0,0.00%,285000,0.01%,2660571,0.10%
AK1,75970963,元大台灣卓越50ETF連結基金,10605772,0.08%,2631540,0.02%,0,0.00%,1969589,0.02%,1473804,0.01%,0,0.00%,360000,0.00%,17040705,0.13%
AK1,75971153,元大富櫃50ETF連結基金,83372,0.06%,55746,0.04%,0,0.00%,28523,0.02%,28626,0.02%,0,0.00%,150000,0.10%,346267,0.24%
