類型代號,基金統編,基金名稱,手續費_累積金額,手續費_比率,交易稅_累積金額,交易稅_比率,經理費_累積金額,經理費_比率,保管費_累積金額,保管費_比率,其他項費用_累積金額,其他項費用_比率,合計_累積金額,合計_比率
2,988316,荷銀光華基金,2812779,0.65%,2919186,0.67%,6432580,1.49%,857683,0.20%,339105,0.08%,13361333,3.09%
1,968493,荷銀鴻運基金,5890134,0.96%,6397624,1.04%,9325674,1.51%,1243427,0.20%,2832824,0.46%,25689683,4.17%
4,1021518,荷銀環球基金,1519534,0.18%,182142,0.02%,12585138,1.50%,2379651,0.28%,3050531,0.36%,19716996,2.35%
5,971103,荷銀鴻利基金,2932896,0.38%,3227391,0.42%,9204845,1.20%,1342377,0.18%,291349,0.04%,16998858,2.22%
6,1013051,荷銀鴻揚基金,0,0.00%,0,0.00%,47245461,0.26%,14638539,0.08%,107090,0.00%,61991090,0.34%
2,1031564,荷銀積極成長基金,6674318,0.98%,7122845,1.05%,10224560,1.51%,1022453,0.15%,326075,0.05%,25370251,3.74%
4,92017008,荷銀新馬基金,2680983,0.39%,299684,0.04%,10321500,1.50%,1651438,0.24%,6849373,1.00%,21802978,3.17%
6,92024520,荷銀債券基金,0,0.00%,0,0.00%,133343464,0.26%,42189914,0.08%,20395,0.00%,175553773,0.34%
4,97982106,荷銀日本基金,5286274,0.40%,12036,0.00%,21043000,1.58%,3156460,0.24%,1418121,0.11%,30915891,2.33%
4,20089404,荷銀泰國基金,10765681,0.57%,376803,0.02%,29973645,1.60%,4496056,0.24%,5981147,0.32%,51593332,2.75%
2,17600534,荷銀高科技基金,24347354,1.33%,26443480,1.44%,29220877,1.59%,2739451,0.15%,212889,0.01%,82964051,4.52%
5,18036521,荷銀安利基金,1643973,0.26%,1752072,0.28%,7700197,1.23%,770018,0.12%,32834,0.01%,11899094,1.90%
6,18479285,荷銀精選債券基金,0,0.00%,0,0.00%,60021067,0.37%,13719113,0.08%,5150,0.00%,73745330,0.45%
6,18493569,荷銀台灣債券基金,0,0.00%,0,0.00%,4507203,0.35%,1030229,0.08%,760,0.00%,5538192,0.44%
6,14303808,荷銀安信基金,0,0.00%,0,0.00%,7673849,0.41%,1440630,0.08%,22275,0.00%,9136754,0.49%
4,14703136,荷銀全球首選基金,12231139,0.81%,2177002,0.14%,26816501,1.77%,4138312,0.27%,6317526,0.42%,51680480,3.41%
5,99035620,荷銀全球安穩平衡基金,2017894,0.04%,405851,0.01%,12859540,0.27%,2571917,0.05%,403440,0.01%,18258642,0.39%
3,966122,建弘台北基金,3577368,1.92%,3971115,2.13%,2944770,1.58%,1500000,0.80%,2379164,1.27%,14372417,7.70%
2,968521,建弘福元基金,9086669,1.23%,9670328,1.31%,11098285,1.51%,1479608,0.20%,577905,0.08%,31912795,4.34%
4,969710,建弘泛太基金,4776769,0.79%,0,0.00%,8957545,1.48%,1433066,0.24%,687614,0.11%,15854994,2.62%
2,971096,建弘雙福基金,11647208,2.03%,12511341,2.18%,6936167,1.21%,2000000,0.35%,226166,0.04%,33320882,5.81%
5,1013088,建弘廣福基金,379026,0.17%,381294,0.17%,1582587,0.72%,316368,0.14%,342387,0.15%,3001662,1.36%
6,1032249,建弘全家福基金,0,0.00%,0,0.00%,96283530,0.21%,37313369,0.08%,96072247,0.21%,229669146,0.50%
2,1032803,建弘萬得福基金,6402731,1.62%,6833632,1.73%,5963542,1.51%,596191,0.15%,258536,0.07%,20054632,5.07%
4,92010461,建弘馬來西亞基金,19655586,1.53%,3277475,0.25%,22366587,1.74%,3322863,0.26%,7843065,0.61%,56465576,4.39%
2,97980043,建弘福王基金,20879796,2.19%,22574626,2.37%,15332032,1.61%,1437222,0.15%,512,0.00%,60224188,6.32%
6,20081472,建弘台灣債券基金,0,0.00%,0,0.00%,87319497,0.30%,23285065,0.08%,69415091,0.24%,180019653,0.62%
2,20092528,建弘店頭市場基金,11802415,1.39%,12799871,1.51%,13727097,1.62%,1286732,0.15%,1861,0.00%,39617976,4.66%
4,81593453,建弘全球台商基金,6211135,1.46%,5982541,1.41%,6850148,1.61%,1027363,0.24%,38814,0.01%,20110001,4.73%
2,73989002,建弘小型基金,19627261,1.58%,21515125,1.73%,20023797,1.61%,1877068,0.15%,903,0.00%,63044154,5.08%
2,19341318,建弘電子基金,29929096,2.02%,33165185,2.24%,23896086,1.61%,2240080,0.15%,11940,0.00%,89242387,6.03%
2,17154324,建弘價值基金,16119286,2.04%,17442019,2.21%,12728794,1.61%,1193148,0.15%,6523,0.00%,47489770,6.02%
4,17612378,建弘亞洲科技基金,13374485,1.70%,3120163,0.40%,13909753,1.76%,2066436,0.26%,1732658,0.22%,34203495,4.34%
4,14692567,建弘美國科技基金,3769307,0.59%,52738,0.01%,11537165,1.81%,1582079,0.25%,803793,0.13%,17745082,2.79%
2,15739619,建弘大中華基金,9224449,0.74%,8826949,0.71%,19752880,1.59%,1851670,0.15%,18464,0.00%,39674412,3.20%
5,99019348,建弘高股息平衡基金,2257859,0.07%,1645334,0.05%,10676780,0.33%,1067635,0.03%,405826,0.01%,16053434,0.50%
3,1047806,台灣基金,15773013,0.24%,17963541,0.28%,67674310,1.05%,10241765,0.16%,914609,0.01%,112567238,1.75%
2,989005,匯豐基金,10383497,0.75%,11833929,0.86%,21028153,1.52%,2803754,0.20%,441446,0.03%,46490779,3.37%
2,1050013,匯豐成長基金,7036383,0.70%,8034294,0.80%,15482749,1.54%,2064359,0.21%,247623,0.02%,32865408,3.27%
4,1021658,匯豐萬邦基金,3880145,0.63%,373689,0.06%,9333392,1.51%,746672,0.12%,291080,0.05%,14624978,2.37%
5,971080,匯豐安富基金,12741434,0.57%,13955071,0.62%,26943815,1.20%,3914817,0.17%,1430267,0.06%,58985404,2.62%
2,76941376,匯豐成功基金,10098135,0.45%,9861947,0.44%,15087501,0.67%,3097852,0.14%,217805,0.01%,38363240,1.71%
6,1013067,匯豐成龍基金,0,0.00%,0,0.00%,29253987,0.40%,5850792,0.08%,3060,0.00%,35107839,0.48%
2,1031298,匯豐龍鳳基金,7990480,0.43%,7980173,0.43%,21847777,1.19%,2184777,0.12%,950850,0.05%,40954057,2.23%
2,92017794,匯豐龍騰電子基金,29789593,0.62%,33796349,0.70%,58398926,1.21%,7299880,0.15%,1396222,0.03%,130680970,2.71%
6,92025871,匯豐富泰債券基金,0,0.00%,0,0.00%,70281501,0.26%,27512533,0.10%,4150,0.00%,97798184,0.37%
6,97978399,匯豐開泰債券基金,0,0.00%,0,0.00%,1350390,0.31%,360107,0.08%,180,0.00%,1710677,0.39%
6,97993027,匯豐富泰二號債券基金,0,0.00%,0,0.00%,49821870,0.36%,11387865,0.08%,3430,0.00%,61213165,0.44%
2,97995664,匯豐店頭五十基金,11832460,0.84%,12819547,0.91%,21465497,1.52%,2003448,0.14%,151313,0.01%,48272265,3.41%
2,73987671,匯豐台灣精典基金,15916898,0.61%,18986340,0.73%,40201427,1.54%,3484128,0.13%,160124,0.01%,78748917,3.02%
4,18031954,匯豐太平洋精典基金,32631399,2.36%,6773551,0.49%,24650825,1.79%,2191188,0.16%,14717,0.00%,66261680,4.80%
6,13538742,匯豐開泰二號債券基金,0,0.00%,0,0.00%,731036,0.35%,167104,0.08%,210,0.00%,898350,0.43%
4,15587747,匯豐歐洲精典基金,10288551,1.26%,3635923,0.44%,15525814,1.90%,2217982,0.27%,12122,0.00%,31680392,3.87%
7,99033427,匯豐環宇債券基金,0,0.00%,0,0.00%,562971,0.01%,123854,0.00%,0,0.00%,686825,0.01%
2,77537509,元大多元基金,4604607,0.60%,5311753,0.70%,9289022,1.22%,1161126,0.15%,583185,0.08%,20949693,2.75%
6,1031608,元大多利基金,0,0.00%,0,0.00%,70096735,0.35%,16622126,0.08%,168776,0.00%,86887637,0.44%
2,1032058,元大多福基金,17378028,1.62%,19832772,1.85%,16003007,1.49%,1600305,0.15%,208618,0.02%,55022730,5.13%
2,92001765,元大多多基金,9677470,0.75%,9430660,0.73%,21425304,1.67%,1836458,0.14%,710345,0.06%,43080237,3.36%
2,92026219,元大卓越基金,29443955,0.65%,32946069,0.72%,71302527,1.57%,5347693,0.12%,447,0.00%,139040691,3.06%
6,97980178,元大多利二號基金,2494,0.00%,0,0.00%,66044695,0.30%,17611923,0.08%,5270,0.00%,83664382,0.38%
2,20080023,元大店頭基金,7356555,0.60%,8303929,0.68%,19615930,1.61%,1838993,0.15%,969,0.00%,37116376,3.04%
6,20081331,元大萬泰基金,0,0.00%,0,0.00%,103303044,0.31%,27547488,0.08%,13990,0.00%,130864522,0.39%
2,81584335,元大高科技基金,40567016,0.78%,49943219,0.96%,82833532,1.60%,7765650,0.15%,482,0.00%,181109899,3.50%
2,81585622,法華滿益基金,3333594,0.67%,3833683,0.78%,7997911,1.62%,755896,0.15%,320,0.00%,15921404,3.22%
2,83863951,元大經貿基金,16376093,1.55%,19123164,1.81%,17020097,1.61%,1595634,0.15%,240,0.00%,54115228,5.12%
2,17139204,元大新主流基金,14368671,1.26%,17035011,1.49%,18463959,1.62%,1730999,0.15%,450,0.00%,51599090,4.53%
4,17612481,元大全球通訊基金,2805054,0.45%,0,0.00%,10782329,1.75%,1601935,0.26%,15000,0.00%,15204318,2.46%
2,18036281,元大巴菲特基金,28288315,1.61%,34411996,1.95%,28848385,1.64%,2704541,0.15%,465,0.00%,94253702,5.35%
5,18475197,元大平衡基金,2580256,0.88%,2680639,0.91%,3520596,1.20%,352058,0.12%,1120,0.00%,9134669,3.11%
5,98636553,元大雙盈基金,10773833,0.81%,13519642,1.01%,13862615,1.04%,1386272,0.10%,14510,0.00%,39556872,2.96%
4,14696466,元大全球成長基金,3544026,1.32%,812686,0.30%,4757221,1.78%,707844,0.26%,1314,0.00%,9823091,3.67%
8,80913767,元大精華組合基金,28442,0.00%,0,0.00%,3344233,0.16%,815824,0.04%,0,0.00%,4188499,0.20%
7,99032193,元大全球債券基金,0,0.00%,0,0.00%,14354810,0.24%,1722576,0.03%,0,0.00%,16077386,0.27%
2,974024,景順和信基金,1520076,0.40%,1666832,0.44%,4566276,1.21%,532726,0.14%,252601,0.07%,8538511,2.26%
2,92019786,景順潛力基金,1791205,0.34%,1716139,0.32%,8369616,1.57%,732342,0.14%,445,0.00%,12609747,2.36%
6,92025942,景順債券基金,0,0.00%,0,0.00%,107795232,0.36%,24638914,0.08%,999347,0.00%,133433493,0.45%
4,97993482,景順全球科技基金,26702454,0.71%,3563688,0.10%,65240513,1.74%,9320076,0.25%,3157775,0.08%,107984506,2.88%
4,81598957,景順龍基金,1024482,0.29%,1037492,0.30%,6092487,1.75%,870358,0.25%,337697,0.10%,9362516,2.69%
2,73989256,景順台灣科技基金,5670032,0.25%,5201993,0.23%,35978573,1.58%,3148129,0.14%,385,0.00%,49999112,2.19%
2,17140568,景順主流基金,2829410,0.55%,2974505,0.58%,8055507,1.57%,704849,0.14%,410,0.00%,14564681,2.84%
5,17606713,景順平衡基金,5816522,0.57%,6600555,0.65%,12363687,1.21%,1236373,0.12%,4178,0.00%,26021315,2.55%
4,17612362,景順寰宇先進科技基金,10681269,1.13%,928834,0.10%,16958543,1.80%,2637991,0.28%,1263471,0.13%,32470108,3.45%
6,18487742,景順積極收益基金,0,0.00%,0,0.00%,99753682,0.35%,22800823,0.08%,1784493,0.01%,124338998,0.44%
6,14554467,景順公債基金,0,0.00%,0,0.00%,3601677,0.49%,576263,0.08%,2960,0.00%,4180900,0.57%
4,14687516,景順全球康健基金,2109926,0.56%,73608,0.02%,6903730,1.83%,652016,0.17%,689712,0.18%,10428992,2.76%
2,15588302,景順台灣精選成長基金,2142120,0.39%,2133364,0.39%,12228614,2.22%,1135479,0.21%,900,0.00%,17640477,3.20%
7,94981358,景順全球收益基金,0,0.00%,0,0.00%,18150752,0.64%,2016749,0.07%,204108,0.01%,20371609,0.71%
6,1033325,保誠威鋒二號基金,0,0.00%,0,0.00%,180620707,0.35%,51605916,0.10%,407470,0.00%,232634093,0.45%
2,92003102,保誠高科技基金,21273504,0.96%,24161922,1.09%,33424197,1.50%,3123792,0.14%,224642,0.01%,82208057,3.69%
2,92012572,保誠外銷基金,15861228,0.99%,18025930,1.13%,25764046,1.61%,2415383,0.15%,329,0.00%,62066916,3.87%
6,92029216,保誠獨特基金,0,0.00%,0,0.00%,65074589,0.30%,10845771,0.05%,7550,0.00%,75927910,0.35%
2,97978102,保誠掌櫃基金,5613109,1.04%,5847895,1.09%,8412391,1.57%,683506,0.13%,342,0.00%,20557243,3.83%
2,97983647,保誠元滿基金,11250706,2.34%,12478856,2.59%,7306337,1.52%,730636,0.15%,343,0.00%,31766878,6.60%
2,97990696,保誠菁華基金,9585848,1.20%,10972025,1.37%,13104886,1.64%,1228582,0.15%,382,0.00%,34891723,4.36%
4,81581219,保誠亞太三喜基金,6016059,0.86%,2706800,0.39%,12185512,1.74%,1820825,0.26%,540973,0.08%,23270169,3.32%
2,81595924,保誠中小型股基金,22642359,1.30%,26482454,1.52%,28520147,1.64%,2673774,0.15%,379,0.00%,80319113,4.61%
6,83867345,保誠威寶基金,0,0.00%,0,0.00%,168386721,0.30%,56128848,0.10%,7720,0.00%,224523289,0.41%
2,17603899,保誠電通網基金,22998674,1.52%,26773794,1.77%,24681595,1.63%,2313895,0.15%,235,0.00%,76768193,5.06%
4,17611814,保誠歐洲基金,2088328,0.40%,0,0.00%,9187243,1.76%,1574958,0.30%,408,0.00%,12850937,2.47%
5,18036769,保誠理財通基金,11859477,0.88%,11643438,0.87%,15375878,1.14%,1537600,0.11%,5886,0.00%,40422279,3.00%
4,14692623,保誠美國高科技基金,2676909,0.39%,31389,0.00%,12209339,1.78%,1953493,0.29%,16080,0.00%,16887210,2.47%
8,98669625,保誠運籌人生基金,0,0.00%,2420,0.00%,5539357,0.17%,864067,0.03%,0,0.00%,6405844,0.19%
5,99033502,保誠理財通二號基金,6042706,0.12%,1821561,0.04%,14780447,0.30%,1478050,0.03%,0,0.00%,24122764,0.48%
2,1032183,保德信元富高成長基金,11199121,0.33%,12395686,0.36%,41552548,1.21%,5194062,0.15%,181800,0.01%,70523217,2.05%
2,92013967,保德信元富金滿意基金,8122535,0.15%,8455661,0.15%,89827973,1.61%,8421370,0.15%,410,0.00%,114827949,2.06%
4,92029139,保德信元富亞太基金,2902291,0.85%,511428,0.15%,5958051,1.75%,885202,0.26%,904063,0.27%,11161035,3.28%
6,97978047,保德信元富債券基金,0,0.00%,0,0.00%,152506094,0.31%,45751851,0.09%,7070,0.00%,198265015,0.40%
2,97988636,保德信元富店頭市場基金,8386587,1.96%,8934774,2.08%,6919295,1.61%,648681,0.15%,245,0.00%,24889582,5.80%
6,20089122,保德信元富瑞騰基金,0,0.00%,0,0.00%,16797655,0.31%,5039270,0.09%,5651,0.00%,21842576,0.40%
2,20097447,保德信元富第一基金,4075670,0.52%,4309480,0.55%,12538259,1.61%,1175462,0.15%,495,0.00%,22099366,2.84%
2,73990649,保德信元富科技島基金,52807271,1.45%,57656680,1.59%,58815329,1.62%,5513930,0.15%,373,0.00%,174793583,4.81%
4,73998065,保德信元富大中華基金,3846621,1.33%,1734967,0.60%,5078260,1.76%,754473,0.26%,19004,0.01%,11433325,3.96%
2,83866508,保德信元富中小型股基金,17065766,1.69%,18363947,1.82%,16319973,1.62%,1530000,0.15%,358,0.00%,53280044,5.28%
2,17602625,保德信元富新世紀基金,13164091,0.57%,14144086,0.61%,37188720,1.61%,3486446,0.15%,229,0.00%,67983572,2.95%
4,17611791,保德信元富日韓基金,1711505,0.31%,0,0.00%,9588027,1.75%,1424559,0.26%,1459282,0.27%,14183373,2.59%
5,18044064,保德信元富金平衡基金,3474551,1.30%,3724328,1.39%,3265751,1.22%,326570,0.12%,80,0.00%,10791280,4.04%
2,13528977,保德信元富台商全方位基金,5888758,1.47%,6464244,1.61%,6497297,1.62%,609126,0.15%,387,0.00%,19459812,4.85%
4,14692638,保德信元富全球醫療生化基金,5938447,0.49%,0,0.00%,21324377,1.76%,3198645,0.26%,1475664,0.12%,31937133,2.63%
4,98755451,保德信全球中小基金,9796132,0.48%,196674,0.01%,18529918,0.91%,2779496,0.14%,2535475,0.13%,33837695,1.67%
4,99166875,保德信元富保德信美國基金,4347182,0.17%,0,0.00%,4356447,0.17%,580859,0.02%,19950,0.00%,9304438,0.37%
2,77537493,統一統信基金,26802451,1.18%,31651446,1.39%,27969798,1.23%,3496224,0.15%,470663,0.02%,90390582,3.97%
2,1031699,統一全天候基金,11116122,0.64%,11949362,0.68%,21031873,1.20%,3480890,0.20%,395595,0.02%,47973842,2.74%
2,92002244,統一黑馬基金,13983672,1.29%,15540835,1.44%,16462695,1.52%,1536529,0.14%,367436,0.03%,47891167,4.43%
2,92012762,統一龍馬基金,8920300,1.05%,9564861,1.13%,13434129,1.58%,1190375,0.14%,69028,0.01%,33178693,3.91%
6,92017176,統一強棒基金,0,0.00%,0,0.00%,114056902,0.28%,26457092,0.06%,82442522,0.20%,222956516,0.55%
2,97977878,統一店頭市場基金,10451125,2.56%,11447600,2.80%,6585710,1.61%,535084,0.13%,33200,0.01%,29052719,7.12%
6,20080826,統一全壘打基金,0,0.00%,0,0.00%,106626225,0.30%,28433662,0.08%,67498083,0.19%,202557970,0.57%
2,81581724,統一經建基金,13004364,1.55%,14179968,1.69%,13671693,1.63%,1281722,0.15%,73644,0.01%,42211391,5.04%
2,73990253,統一奔騰基金,24572190,3.01%,27633483,3.39%,13357644,1.64%,1252287,0.15%,95738,0.01%,66911342,8.21%
2,17605622,統一大滿貫基金,28392607,1.95%,32311559,2.21%,23592644,1.62%,2211811,0.15%,368675,0.03%,86877296,5.95%
4,18030553,統一亞太基金,2658903,0.62%,1180928,0.27%,7576967,1.76%,1125723,0.26%,3717601,0.86%,16260122,3.78%
2,14911296,統一飛躍成長基金,25160858,2.56%,29334802,2.98%,16612762,1.69%,1557447,0.16%,689123,0.07%,73354992,7.45%
5,99330854,統一保安平衡基金,157110,0.00%,63450,0.00%,3057299,0.04%,305730,0.00%,1124275,0.02%,4707864,0.07%
1,974018,富邦富邦基金,19136219,0.59%,21008497,0.65%,38910949,1.21%,4863878,0.15%,2533314,0.08%,86452857,2.68%
6,76949026,富邦如意基金,0,0.00%,0,0.00%,113671537,0.34%,32477585,0.10%,481377,0.00%,146630499,0.44%
2,92002384,富邦精準基金,14659622,0.54%,16279267,0.60%,40798356,1.51%,4079847,0.15%,220627,0.01%,76037719,2.81%
2,92010477,富邦長紅基金,15647982,0.82%,17149175,0.90%,30619686,1.60%,2870602,0.15%,915,0.00%,66288360,3.47%
3,92010770,富邦台灣鳳凰基金,6232874,1.34%,6693921,1.44%,7010649,1.51%,774186,0.17%,108481,0.02%,20820111,4.48%
2,97974078,富邦冠軍基金,13423689,1.60%,14617170,1.74%,13419886,1.60%,1258109,0.15%,1175,0.00%,42720029,5.10%
6,97980579,富邦如意二號基金,0,0.00%,0,0.00%,113091072,0.34%,32311737,0.10%,244041,0.00%,145646850,0.44%
1,20089755,富邦店頭基金,11377370,0.32%,12635195,0.36%,57210939,1.61%,5363519,0.15%,967975,0.03%,87554998,2.47%
2,81585475,富邦高成長基金,19800136,1.63%,21681028,1.78%,19584140,1.61%,1836028,0.15%,636,0.00%,62901968,5.17%
2,83864683,富邦科技基金,11442620,1.03%,12102857,1.09%,17469414,1.57%,1645918,0.15%,769,0.00%,42661578,3.85%
6,19331085,富邦如意三號基金,0,0.00%,0,0.00%,121034095,0.35%,34581173,0.10%,76315,0.00%,155691583,0.45%
2,17148301,富邦台灣心基金,6470982,0.35%,7267806,0.39%,30214799,1.61%,2832640,0.15%,349,0.00%,46786576,2.50%
2,17153795,富邦價值基金,8698850,1.34%,9515292,1.47%,10444525,1.61%,979171,0.15%,310,0.00%,29638148,4.58%
2,17608445,富邦網路基金,6285087,1.19%,6983430,1.32%,8689149,1.64%,814628,0.15%,1000,0.00%,22773294,4.29%
6,17607229,富邦千禧龍債券基金,0,0.00%,0,0.00%,36110692,0.35%,8253876,0.08%,111294,0.00%,44475862,0.43%
4,18032601,富邦亞洲科技基金,3347773,0.82%,626074,0.15%,7238674,1.78%,910007,0.22%,20,0.00%,12122548,2.97%
5,13999857,富邦福寶基金,4041387,0.86%,4391685,0.93%,5731877,1.22%,382141,0.08%,1364,0.00%,14548454,3.10%
4,14700052,富邦全球精選基金,10659685,1.00%,42463,0.00%,19197632,1.80%,2632810,0.25%,52309,0.00%,32584899,3.06%
7,98765556,富邦全球債券基金,0,0.00%,0,0.00%,15136761,0.44%,2421879,0.07%,0,0.00%,17558640,0.51%
2,974039,怡富基金,9632523,0.66%,10827889,0.74%,17779180,1.21%,2074232,0.14%,2414962,0.16%,42728786,2.91%
2,1032162,怡富台灣增長基金,19036257,0.77%,21060685,0.86%,29737873,1.21%,4765042,0.19%,2739177,0.11%,77339034,3.14%
4,92005896,怡富新興日本基金,6184981,0.28%,0,0.00%,32895854,1.49%,4824731,0.22%,4248301,0.19%,48153867,2.17%
2,92012025,怡富新興科技基金,36989128,0.41%,38161329,0.42%,135971529,1.51%,12690681,0.14%,2741583,0.03%,226554250,2.51%
6,92016991,怡富台灣債券基金,0,0.00%,0,0.00%,95462752,0.35%,16837548,0.06%,51663303,0.19%,163963603,0.61%
4,92023780,怡富亞洲基金,11433758,0.43%,4806482,0.18%,46414043,1.73%,6895804,0.26%,8082272,0.30%,77632359,2.89%
6,97991668,怡富第一債券基金,0,0.00%,0,0.00%,118802207,0.36%,27154775,0.08%,64976396,0.20%,210933378,0.64%
4,97999612,怡富全球龍揚基金,36508468,0.43%,34957098,0.41%,149539078,1.75%,22217239,0.26%,2316164,0.03%,245538047,2.88%
4,20096209,怡富東方科技基金,42895322,0.51%,16954279,0.20%,147561873,1.76%,21923482,0.26%,11526897,0.14%,240861853,2.86%
4,73980092,怡富大歐洲基金,45402042,0.82%,20354510,0.37%,96509913,1.75%,16544558,0.30%,23337613,0.42%,202148636,3.67%
2,73989501,怡富中小基金,29729284,0.57%,32669999,0.63%,82823961,1.60%,7764759,0.15%,982253,0.02%,153970256,2.97%
2,17144945,怡富價值成長基金,10302642,0.64%,11035356,0.69%,25512521,1.59%,2432202,0.15%,377652,0.02%,49660373,3.10%
4,17612356,怡富全球通網基金,4455832,0.28%,2067136,0.13%,28439931,1.79%,4581998,0.29%,1277297,0.08%,40822194,2.57%
5,18036846,怡富平衡基金,5837371,0.34%,5711994,0.33%,20251306,1.18%,2025130,0.12%,1029914,0.06%,34855715,2.02%
4,14691292,怡富新美國基金,20542191,1.15%,265711,0.01%,32650367,1.83%,5078947,0.28%,6186868,0.35%,64724084,3.63%
8,98661139,怡富安家理財基金,0,0.00%,0,0.00%,3285152,0.06%,1016412,0.02%,107464,0.00%,4409028,0.09%
5,99181637,怡富全球平衡基金,0,0.00%,0,0.00%,6752373,0.09%,675237,0.01%,193610,0.00%,7621220,0.10%
2,973762,永昌永昌基金,3677144,1.84%,3903010,1.95%,2454337,1.23%,286330,0.14%,268678,0.13%,10589499,5.29%
2,1031852,永昌昌隆基金,1065661,1.64%,1128438,1.73%,786111,1.21%,500000,0.77%,244792,0.38%,3725002,5.73%
2,92016839,永昌前瞻科技基金,2116013,2.69%,2234780,2.84%,1176232,1.50%,117627,0.15%,1859,0.00%,5646511,7.19%
6,97971760,永昌鳳翔債券基金,0,0.00%,0,0.00%,198335735,0.36%,56667333,0.10%,112298590,0.20%,367301658,0.66%
2,17610006,永昌新銳星基金,10162184,2.90%,10967373,3.13%,5722296,1.63%,536456,0.15%,7435,0.00%,27395744,7.82%
5,18477625,永昌龍盈平衡基金,1853576,0.87%,1911590,0.90%,2536895,1.19%,253700,0.12%,344713,0.16%,6900474,3.24%
6,13989817,永昌麒麟債券基金,0,0.00%,0,0.00%,73027465,0.36%,16691997,0.08%,38231584,0.19%,127951046,0.63%
2,15733565,永昌台商世紀基金,10347514,1.96%,10919443,2.07%,7653900,1.45%,717554,0.14%,24957,0.00%,29663368,5.62%
5,99169182,華南永昌鶴喜平衡基金,700879,0.01%,0,0.00%,14115597,0.18%,1176302,0.02%,4054188,0.05%,20046966,0.26%
2,974066,寶來2001基金,6556254,1.33%,7057251,1.44%,5690741,1.16%,989762,0.20%,319773,0.07%,20613781,4.19%
2,92004566,寶來績效基金,7904893,1.55%,7978522,1.56%,7179619,1.40%,693032,0.14%,160290,0.03%,23916356,4.68%
6,92017204,寶來得利基金,0,0.00%,0,0.00%,105934578,0.36%,30267021,0.10%,103218,0.00%,136304817,0.46%
4,97976723,寶來美台雙利基金,2296047,1.06%,1734831,0.80%,3445131,1.59%,480611,0.22%,112541,0.05%,8069161,3.71%
2,17145070,寶來矽谷基金,12021122,1.45%,12609192,1.52%,12072725,1.45%,1173461,0.14%,174,0.00%,37876674,4.55%
5,18036563,寶來平衡基金,1877779,0.64%,1964332,0.67%,3570813,1.21%,358567,0.12%,8083,0.00%,7779574,2.64%
6,13530495,寶來得寶基金,0,0.00%,0,0.00%,70581659,0.35%,16132951,0.08%,67394,0.00%,86782004,0.44%
2,14542287,寶來精準中小基金,17432146,1.46%,18864335,1.58%,18610476,1.56%,1805831,0.15%,290,0.00%,56713078,4.75%
6,15741262,寶來富利基金,0,0.00%,0,0.00%,34146074,0.35%,7804817,0.08%,3804,0.00%,41954695,0.43%
