類型代號,基金統編,基金名稱,手續費_累積金額,手續費_比率,交易稅_累積金額,交易稅_比率,股票ETF及指數型基金申購/買回交易費_累積金額,股票ETF及指數型基金申購/買回交易費_比率,經理費_累積金額,經理費_比率,保管費_累積金額,保管費_比率,保證費_累積金額,保證費_比率,其他項費用_累積金額,其他項費用_比率,合計_累積金額,合計_比率
AA2,25620512,第一金中國世紀基金,4443954,0.24%,3377166,0.19%,0,0.00%,32749579,1.80%,4548499,0.25%,0,0.00%,483565,0.03%,45602763,2.51%
AA2,25652648,第一金亞洲新興市場基金,81348,0.03%,66405,0.02%,0,0.00%,5752217,1.85%,808417,0.26%,0,0.00%,288481,0.09%,6996868,2.25%
AA1,26202396,第一金創新趨勢基金,2325273,0.17%,3598013,0.27%,0,0.00%,21602271,1.60%,2160242,0.16%,0,0.00%,180937,0.01%,29866736,2.21%
AA2,42399017,第一金全球AI機器人及自動化產業基金,4466370,0.13%,20484,0.00%,0,0.00%,66919630,2.00%,8699552,0.26%,0,0.00%,224133,0.01%,80330169,2.40%
AA2,42455621,第一金全球AI FinTech金融科技基金,1571775,0.14%,649833,0.06%,0,0.00%,22314122,2.00%,2900851,0.26%,0,0.00%,209846,0.02%,27646427,2.48%
AE23,42480678,第一金全球大四喜收益組合基金 (本基金得投資於非投資等級之高風險債券基金且本基金之配息來源可能為本金),132776,0.11%,925,0.00%,0,0.00%,1580900,1.30%,182327,0.15%,0,0.00%,200060,0.16%,2096988,1.72%
AA2,42539761,第一金全球水電瓦斯及基礎建設收益基金 (本基金之配息來源可能為本金),9163073,0.17%,3747418,0.07%,0,0.00%,90476110,1.66%,14161170,0.26%,0,0.00%,221806,0.00%,117769577,2.16%
AH11,72949242,第一金臺灣工業菁英30 ETF基金,2937751,0.13%,1195401,0.05%,2687978,0.12%,9332850,0.40%,816631,0.04%,0,0.00%,1481006,0.06%,13075661,0.56%
AA2,72960196,第一金全球AI精準醫療基金,6104252,0.17%,854680,0.02%,0,0.00%,71239486,2.00%,9994397,0.28%,0,0.00%,226935,0.01%,88419750,2.48%
AA2,73723123,第一金全球AI人工智慧基金,7400897,0.22%,887450,0.03%,0,0.00%,66226805,2.00%,8940641,0.27%,0,0.00%,241828,0.01%,83697621,2.53%
AH22,75970725,第一金彭博美國10年期以上金融債券指數ETF基金,0,0.00%,0,0.00%,0,0.00%,1125850,0.20%,844395,0.15%,0,0.00%,782020,0.14%,2752265,0.49%
AC21,76305220,第一金美國100大企業債券基金 (本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,15596465,1.16%,2694647,0.20%,0,0.00%,204564,0.02%,18495676,1.37%
AC21,76348683,第一金全球富裕國家債券基金 (本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,8724807,1.20%,1817622,0.25%,0,0.00%,160000,0.02%,10702429,1.47%
AC21,77813048,第一金四年到期新興市場投資級債券基金 (本基金有相當比重得投資於非投資等級之高風險債券且配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,10623674,0.50%,2549678,0.12%,0,0.00%,160510,0.01%,13333862,0.63%
AA2,88101307,第一金全球Fitness健康瘦身基金,707728,0.15%,72729,0.02%,0,0.00%,8232917,1.80%,1234936,0.27%,0,0.00%,163704,0.04%,10412014,2.28%
AA2,88101313,第一金全球Pet毛小孩基金,372120,0.13%,55475,0.02%,0,0.00%,5170680,1.80%,775634,0.27%,0,0.00%,160810,0.06%,6534719,2.27%
AA2,88101334,第一金全球eSports電競基金,2929548,0.18%,752938,0.05%,0,0.00%,28042450,1.74%,4343284,0.27%,0,0.00%,176266,0.01%,36244486,2.25%
AC21,88132717,第一金四至六年機動到期全球富裕國家投資級債券基金 (本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,9155526,0.81%,1363441,0.12%,0,0.00%,160000,0.01%,10678967,0.94%
AA1,88271077,第一金台灣核心戰略建設基金 (本基金配息來源可能為本金),8452842,0.33%,10853761,0.42%,0,0.00%,24825581,0.97%,2327407,0.09%,0,0.00%,130390,0.01%,46589981,1.82%
AH21,88316551,第一金太空衛星ETF基金,673413,0.67%,141728,0.14%,214388,0.21%,429740,0.43%,109828,0.11%,0,0.00%,580844,0.58%,1721165,1.71%
AB1,971080,匯豐安富基金,199200,0.03%,311862,0.04%,0,0.00%,9126866,1.20%,2000000,0.26%,0,0.00%,203385,0.03%,11841313,1.56%
AA1,76941376,匯豐成功基金,547679,0.10%,913163,0.16%,0,0.00%,3909932,0.70%,781993,0.14%,0,0.00%,165326,0.03%,6318093,1.13%
AA1,1031298,匯豐龍鳳基金,853135,0.04%,1440518,0.06%,0,0.00%,26974215,1.20%,2707776,0.12%,0,0.00%,165617,0.01%,32141261,1.42%
AA1,92017794,匯豐龍騰電子基金,643124,0.05%,1094845,0.09%,0,0.00%,15149616,1.20%,1893689,0.15%,0,0.00%,165550,0.01%,18946824,1.50%
AA1,73987671,匯豐台灣精典基金,271210,0.04%,472128,0.07%,0,0.00%,10846517,1.50%,940030,0.13%,0,0.00%,165709,0.02%,12695594,1.76%
AA2,48686374,匯豐金磚動力基金,1213334,0.12%,772080,0.08%,0,0.00%,19907815,2.00%,3185238,0.32%,0,0.00%,826470,0.08%,25904937,2.60%
AA2,48784327,匯豐新鑽動力基金,848140,0.13%,475532,0.07%,0,0.00%,12834506,2.00%,2053542,0.32%,0,0.00%,449846,0.07%,16661566,2.60%
AE21,48865209,匯豐全球趨勢組合基金,101772,0.03%,18,0.00%,0,0.00%,3902109,1.20%,422737,0.13%,0,0.00%,170060,0.05%,4596696,1.41%
AA2,48925001,匯豐全球關鍵資源基金,1576629,0.19%,498157,0.06%,0,0.00%,14949994,1.80%,2242495,0.27%,0,0.00%,404813,0.05%,19672088,2.37%
AA2,25500903,匯豐中國動力基金,838653,0.15%,490687,0.09%,0,0.00%,9896695,1.80%,1374543,0.25%,0,0.00%,723851,0.13%,13324429,2.42%
AA2,25651866,匯豐黃金及礦業股票型基金,1725338,0.49%,1201720,0.34%,0,0.00%,6312637,1.80%,946894,0.27%,0,0.00%,604291,0.17%,10790880,3.08%
AC21,25695077,匯豐資源豐富國家債券基金 (本基金有一定比重投資於非投資等級之高風險債券且配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,8373650,1.20%,1744519,0.25%,0,0.00%,175246,0.03%,10293415,1.48%
AC23,26286281,匯豐亞洲非投資等級債券基金 (本基金配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,6025145,1.50%,883695,0.22%,0,0.00%,260372,0.06%,7169212,1.78%
AA2,38482745,匯豐中國A股匯聚基金,8831655,0.39%,4476525,0.20%,0,0.00%,40368013,1.80%,5830956,0.26%,0,0.00%,1388118,0.06%,60895267,2.72%
AA2,42325064,匯豐中國科技精選基金,773880,0.17%,440958,0.10%,0,0.00%,9194982,2.00%,1195350,0.26%,0,0.00%,740353,0.16%,12345523,2.69%
AC21,76973003,匯豐三至四年目標到期新興亞洲債券基金 (本基金有相當比重投資於非投資等級之高風險債券且基金配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,6759125,1.00%,811102,0.12%,0,0.00%,170060,0.03%,7740287,1.15%
AE23,88183314,匯豐ESG永續多元資產組合基金 (本基金有相當比重投資於非投資等級之高風險債券基金且本基金配息來源可能為本金及收益平準金),234155,0.02%,0,0.00%,0,0.00%,12287118,1.20%,1433485,0.14%,0,0.00%,175700,0.02%,14130458,1.38%
AA1,974066,元大2001基金,14085455,0.55%,21712755,0.85%,0,0.00%,30562100,1.20%,5093682,0.20%,0,0.00%,210450,0.01%,71664442,2.81%
AA1,1032058,元大多福基金,21800734,0.62%,33926729,0.96%,0,0.00%,52771350,1.50%,5279291,0.15%,0,0.00%,305440,0.01%,114083544,3.24%
AA1,92001765,元大多多基金,5010736,0.64%,8107961,1.03%,0,0.00%,13727127,1.75%,1176627,0.15%,0,0.00%,200350,0.03%,28222801,3.60%
AD1,92017204,元大得利貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,18906945,0.07%,8102978,0.03%,0,0.00%,1519186,0.01%,28529109,0.11%
AA1,92026219,元大卓越基金,25797087,0.55%,40834990,0.87%,0,0.00%,75064314,1.60%,5629830,0.12%,0,0.00%,180540,0.00%,147506761,3.14%
AA1,20080023,元大店頭基金,7428539,0.65%,12131182,1.06%,0,0.00%,18253060,1.60%,1711226,0.15%,0,0.00%,180365,0.02%,39704372,3.48%
AD1,20081331,元大萬泰貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,17092239,0.07%,7935688,0.03%,0,0.00%,1398627,0.01%,26426554,0.11%
AA1,81584335,元大高科技基金,29906910,0.62%,48845393,1.01%,0,0.00%,77400456,1.60%,7256315,0.15%,0,0.00%,255290,0.01%,163664364,3.38%
AA1,83863951,元大經貿基金,7668743,0.52%,12210907,0.83%,0,0.00%,23413751,1.60%,2195022,0.15%,0,0.00%,180560,0.01%,45668983,3.12%
AA1,17139204,元大新主流基金,12124319,0.48%,19698510,0.79%,0,0.00%,40098414,1.60%,3759222,0.15%,0,0.00%,210460,0.01%,75890925,3.03%
AD1,13530495,元大得寶貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,12626445,0.07%,5411320,0.03%,0,0.00%,1282531,0.01%,19320296,0.11%
AH11,98764389,元大台灣卓越50基金,19146548,0.01%,32548201,0.01%,0,0.00%,714824997,0.32%,78183983,0.04%,0,0.00%,121482085,0.05%,966185814,0.43%
AI1,99346928,元大台灣加權股價指數基金,5909473,0.10%,7270440,0.12%,0,0.00%,41250894,0.70%,5893048,0.10%,0,0.00%,1548990,0.03%,61872845,1.05%
AE23,99967974,元大全球ETF穩健組合基金,571475,0.05%,22522,0.00%,0,0.00%,11075769,0.99%,1563630,0.14%,0,0.00%,180819,0.02%,13414215,1.20%
AG,21718388,元大全球不動產證券化基金 (基金之配息來源可能為本金),4690252,0.26%,192481,0.01%,0,0.00%,32480155,1.80%,4511121,0.25%,0,0.00%,288187,0.02%,42162196,2.34%
AA2,48708243,元大亞太成長基金,2573289,0.50%,741241,0.14%,0,0.00%,9269909,1.80%,1338989,0.26%,0,0.00%,267434,0.05%,14190862,2.76%
AE21,48760113,元大全球新興市場精選組合基金,231430,0.05%,188,0.00%,0,0.00%,5221800,1.20%,565698,0.13%,0,0.00%,180090,0.04%,6199206,1.42%
AH11,48772770,元大台灣中型100基金,358674,0.05%,605680,0.08%,0,0.00%,3086952,0.40%,270112,0.04%,0,0.00%,1005532,0.13%,5326950,0.69%
AE21,48789815,元大全球ETF成長組合基金,1623669,0.18%,6074,0.00%,0,0.00%,10654918,1.20%,1244504,0.14%,0,0.00%,150090,0.02%,13679255,1.54%
AG,48885346,元大全球地產建設入息基金 (基金之配息來源可能為本金),1300169,0.24%,77726,0.01%,0,0.00%,9529570,1.75%,1361354,0.25%,0,0.00%,205664,0.04%,12474483,2.29%
AH11,48903175,元大台灣金融基金,257204,0.01%,449980,0.02%,0,0.00%,7202073,0.40%,630179,0.04%,0,0.00%,1651496,0.09%,10190932,0.57%
AH11,48903196,元大台灣電子科技基金,31208,0.01%,32262,0.01%,0,0.00%,1184586,0.40%,103656,0.04%,0,0.00%,512873,0.17%,1864585,0.63%
AA2,48952816,元大全球公用能源效率基金 (基金之配息來源可能為本金),202934,0.04%,6443,0.00%,0,0.00%,8676670,1.80%,1253310,0.26%,0,0.00%,198436,0.04%,10337793,2.14%
AH11,48966213,元大台灣高股息基金,204128529,0.15%,396927226,0.29%,0,0.00%,405927506,0.30%,47358206,0.04%,0,0.00%,114503938,0.08%,1168845405,0.86%
AA2,10348058,元大全球農業商機基金,777479,0.19%,2133,0.00%,0,0.00%,7724613,1.85%,1127373,0.27%,0,0.00%,150000,0.04%,9781598,2.34%
AA2,25520400,元大新中國基金,890911,0.09%,231508,0.02%,0,0.00%,17437078,1.80%,2521648,0.26%,0,0.00%,214427,0.02%,21295572,2.20%
AI2,25591306,元大大中華價值指數基金,186060,0.04%,67774,0.02%,0,0.00%,4427093,1.00%,708323,0.16%,0,0.00%,993359,0.22%,6382609,1.44%
AH21,25610486,元大標智滬深300基金,359910,0.01%,1699,0.00%,171958,0.01%,7894286,0.30%,2631427,0.10%,0,0.00%,560563,0.02%,11275927,0.43%
AA2,25622390,元大印度基金,1416592,0.41%,116541,0.03%,0,0.00%,6249256,1.80%,972103,0.28%,0,0.00%,758155,0.22%,9512647,2.74%
AA2,25643156,元大新興亞洲基金,2224079,0.44%,643676,0.13%,0,0.00%,10031862,2.00%,1404474,0.28%,0,0.00%,435579,0.09%,14739670,2.94%
AI2,26203846,元大印尼指數基金,150882,0.08%,35984,0.02%,0,0.00%,2451368,1.25%,313777,0.16%,0,0.00%,462107,0.24%,3414118,1.74%
AI2,26203851,元大巴西指數基金,231111,0.09%,82244,0.03%,0,0.00%,3241462,1.25%,518623,0.20%,0,0.00%,467953,0.18%,4541393,1.75%
AA2,26206323,元大華夏中小基金,490347,0.10%,148818,0.03%,0,0.00%,8888277,1.80%,1285552,0.26%,0,0.00%,165728,0.03%,10978722,2.22%
AH11,26282102,元大富櫃50基金,247810,0.08%,174990,0.06%,188241,0.06%,1258747,0.40%,110133,0.03%,0,0.00%,366282,0.12%,1969721,0.62%
AH11,26306553,元大摩臺基金,72979,0.01%,120817,0.02%,0,0.00%,2090471,0.30%,243885,0.04%,0,0.00%,730966,0.10%,3259118,0.47%
AB2,31830473,元大中國平衡基金 (本基金有相當比重得投資於非投資等級之高風險債券),1340669,0.32%,454168,0.11%,0,0.00%,6315809,1.50%,1052646,0.25%,0,0.00%,189726,0.05%,9353018,2.22%
AH21,31830488,元大上證50基金,681141,0.06%,23535,0.00%,279318,0.02%,11916155,0.99%,1203651,0.10%,0,0.00%,1985821,0.16%,15530985,1.29%
AD2,38546966,元大人民幣貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,1528328,0.30%,509427,0.10%,0,0.00%,207892,0.04%,2245647,0.44%
AH13,38619904,元大台灣50單日正向2倍基金,10834740,0.09%,14673704,0.12%,17429684,0.14%,125197222,1.00%,5007890,0.04%,0,0.00%,6358162,0.05%,144642034,1.15%
AH13,38619910,元大台灣50單日反向1倍基金,22082264,0.04%,29580396,0.06%,15326137,0.03%,527679350,1.00%,21107179,0.04%,0,0.00%,23324976,0.04%,608448028,1.15%
AA2,38639090,元大大中華TMT基金,2944417,0.44%,1185760,0.18%,0,0.00%,11977099,1.80%,1730001,0.26%,0,0.00%,702179,0.11%,18539456,2.79%
AH23,42300232,元大滬深300單日反向1倍基金,1312748,0.41%,0,0.00%,156890,0.05%,3132001,0.99%,664355,0.21%,0,0.00%,1149539,0.36%,6101753,1.93%
AH23,42300253,元大滬深300單日正向2倍基金,176451386,0.75%,0,0.00%,30922777,0.13%,230400069,0.98%,54013073,0.23%,0,0.00%,10578249,0.05%,440520000,1.88%
AA2,42307684,元大全球股票入息基金 (基金之配息來源可能為本金),815125,0.26%,9373,0.00%,0,0.00%,5590793,1.80%,807575,0.26%,0,0.00%,212658,0.07%,7435524,2.39%
AC21,42321314,元大新興印尼機會債券基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,6855640,1.00%,1713905,0.25%,0,0.00%,203791,0.03%,8773336,1.28%
AH23,42333563,元大標普500單日反向1倍基金,292182,0.02%,0,0.00%,201572,0.02%,12820567,0.99%,2330998,0.18%,0,0.00%,1208442,0.09%,16450617,1.27%
AH23,42333579,元大標普500單日正向2倍基金,236706,0.05%,0,0.00%,617168,0.12%,5192896,0.99%,1049066,0.20%,0,0.00%,971204,0.18%,6832704,1.30%
AH21,42333613,元大標普500基金,4440627,0.05%,38305,0.00%,15985140,0.17%,28984130,0.30%,20288891,0.21%,0,0.00%,5686158,0.06%,43452971,0.45%
AD2,42381754,元大美元貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,1757201,0.15%,820029,0.07%,0,0.00%,220117,0.02%,2797347,0.24%
AH21,42398663,元大日經225基金,60764,0.03%,0,0.00%,0,0.00%,1017020,0.50%,406804,0.20%,0,0.00%,393243,0.19%,1877831,0.92%
AH21,42398684,元大歐洲50基金,76117,0.03%,0,0.00%,0,0.00%,1234823,0.50%,592712,0.24%,0,0.00%,670764,0.27%,2574416,1.04%
AB2,42403764,元大新東協平衡基金 (本基金有相當比重投資於非投資等級之高風險債券),1238536,0.34%,288304,0.08%,0,0.00%,5770220,1.60%,937677,0.26%,0,0.00%,225134,0.06%,8459871,2.35%
AH24,42461567,元大美國政府20年期(以上)債券單日正向2倍基金,154625,0.05%,0,0.00%,0,0.00%,2307501,0.72%,655553,0.20%,0,0.00%,1136374,0.35%,4254053,1.33%
AH22,42461573,元大美國政府20年期(以上)債券基金,0,0.00%,0,0.00%,0,0.00%,26709859,0.10%,17704651,0.07%,0,0.00%,10728183,0.04%,55142693,0.22%
AH24,42461588,元大美國政府20年期(以上)債券單日反向1倍基金,468273,0.02%,0,0.00%,0,0.00%,16817970,0.76%,3587843,0.16%,0,0.00%,2117129,0.10%,22991215,1.03%
AH22,42469744,元大美國政府7至10年期債券基金,0,0.00%,0,0.00%,0,0.00%,630005,0.20%,535513,0.17%,0,0.00%,1011156,0.32%,2176674,0.69%
AH11,42540916,元大台灣高股息低波動ETF基金 (本基金之配息來源可能為收益平準金),19823096,0.20%,34742698,0.35%,31012143,0.31%,29714093,0.30%,3466650,0.03%,0,0.00%,5120984,0.05%,61855378,0.62%
AI2,42525387,元大亞太優質高股息100指數基金 (基金之收益分配由經理公司得依收益之情況自行決定當季配息型受益權單位配息與否及分配之金額，故每季分配之金額並非一定相同),44738,0.03%,1825,0.00%,0,0.00%,1996595,1.20%,366056,0.22%,0,0.00%,812490,0.49%,3221704,1.94%
AH22,42552623,元大20年期以上BBB級美元公司債券ETF基金,0,0.00%,0,0.00%,0,0.00%,96302400,0.30%,38520955,0.12%,0,0.00%,12331310,0.04%,147154665,0.46%
AH22,42552638,元大中國國債及政策性金融債3至5年期債券ETF基金,0,0.00%,0,0.00%,0,0.00%,31444724,0.31%,12538697,0.12%,0,0.00%,4620202,0.04%,48603623,0.47%
AH22,42552659,元大美國政府1至3年期債券ETF基金,0,0.00%,0,0.00%,0,0.00%,8503330,0.07%,7291356,0.06%,0,0.00%,5292973,0.04%,21087659,0.18%
AJ2,72935887,元大實質多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券),998335,0.31%,121743,0.04%,0,0.00%,5109591,1.57%,845167,0.26%,0,0.00%,183987,0.06%,7258823,2.23%
AH21,72963026,元大MSCI中國A股國際通ETF基金,659707,0.07%,16858,0.00%,416377,0.04%,6676763,0.70%,953811,0.10%,0,0.00%,1240194,0.13%,9130956,0.96%
AH22,73656187,元大20年期以上AAA至A級美元公司債券ETF基金,0,0.00%,0,0.00%,0,0.00%,98345832,0.18%,32781938,0.06%,0,0.00%,12543993,0.02%,143671763,0.26%
AH21,73694555,元大全球人工智慧ETF基金,1615308,0.10%,214555,0.01%,4277401,0.27%,14068208,0.90%,4064156,0.26%,0,0.00%,1461365,0.09%,17146191,1.10%
AH22,74722571,元大10年期以上美元投資級銀行債券ETF基金,0,0.00%,0,0.00%,0,0.00%,833112,0.30%,277692,0.10%,0,0.00%,678929,0.24%,1789733,0.64%
AH22,74722592,元大10年期以上美元投資級醫療保健債券ETF基金,0,0.00%,0,0.00%,0,0.00%,705354,0.30%,235112,0.10%,0,0.00%,673149,0.29%,1613615,0.69%
AH22,74722657,元大10年期以上美元投資級公共事業電能債券ETF基金,0,0.00%,0,0.00%,0,0.00%,647136,0.30%,215703,0.10%,0,0.00%,667053,0.31%,1529892,0.71%
AH21,74705236,元大標普美國高息特別股ETF基金,167011,0.03%,7531,0.00%,257346,0.04%,3601381,0.55%,1309594,0.20%,0,0.00%,1050523,0.16%,5878694,0.90%
AK1,75970921,元大台灣高股息ETF連結基金,1309096,0.09%,374047,0.03%,0,0.00%,211193,0.01%,283343,0.02%,0,0.00%,210000,0.01%,2387679,0.17%
AK1,75970963,元大台灣卓越50ETF連結基金,2540724,0.07%,357504,0.01%,0,0.00%,567561,0.01%,778366,0.02%,0,0.00%,371683,0.01%,4615838,0.12%
AK1,75971153,元大富櫃50ETF連結基金,69837,0.06%,7422,0.01%,0,0.00%,25741,0.02%,24765,0.02%,0,0.00%,150144,0.12%,277909,0.22%
AH11,76322163,元大臺灣ESG永續ETF基金,4288778,0.04%,5942079,0.06%,5698703,0.05%,31159922,0.30%,3635342,0.03%,0,0.00%,4720346,0.05%,44047764,0.42%
AH21,76347684,元大全球未來通訊ETF基金,1634452,0.03%,826396,0.02%,3026877,0.06%,46056773,0.90%,11770074,0.23%,0,0.00%,4660989,0.09%,61921807,1.21%
AH22,76737557,元大15年期以上新興市場主權債ETF基金 (本基金有一定比重投資於非投資等級之高風險債券),0,0.00%,0,0.00%,0,0.00%,23853589,0.20%,11926792,0.10%,0,0.00%,2738442,0.02%,38518823,0.32%
AA1,76959044,元大台灣高股息優質龍頭基金 (本基金之配息來源可能為收益平準金),101663864,0.29%,147776901,0.43%,0,0.00%,289459197,0.83%,38133690,0.11%,0,0.00%,180840,0.00%,577214492,1.66%
AH21,77549343,元大全球5G關鍵科技ETF基金,5004734,0.09%,2999586,0.05%,6956154,0.13%,49078365,0.90%,12542260,0.23%,0,0.00%,2843477,0.05%,65512268,1.20%
AB2,88320598,元大全球優質龍頭平衡基金,21008513,0.09%,738685,0.00%,0,0.00%,133386251,0.60%,20643110,0.09%,0,0.00%,103366,0.00%,175879925,0.79%
AC21,88339528,元大0至2年投資級企業債券基金,0,0.00%,0,0.00%,0,0.00%,1706230,0.05%,341245,0.01%,0,0.00%,85333,0.00%,2132808,0.07%
