類型代號,基金統編,基金名稱,手續費_累積金額,手續費_比率,交易稅_累積金額,交易稅_比率,股票ETF及指數型基金申購/買回交易費_累積金額,股票ETF及指數型基金申購/買回交易費_比率,經理費_累積金額,經理費_比率,保管費_累積金額,保管費_比率,保證費_累積金額,保證費_比率,其他項費用_累積金額,其他項費用_比率,合計_累積金額,合計_比率
AC21,88132717,第一金四至六年機動到期全球富裕國家投資級債券基金 (本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,3547601,0.46%,851509,0.11%,0,0.00%,151970,0.02%,4551080,0.59%
AA1,88271077,第一金台灣核心戰略建設基金 (本基金配息來源可能為本金),2527641,0.51%,4484893,0.90%,0,0.00%,7295130,1.46%,683929,0.14%,0,0.00%,152740,0.03%,15144333,3.04%
AH21,88316551,第一金太空衛星ETF基金,6056131,0.46%,863156,0.07%,7314894,0.56%,10845457,0.82%,2771608,0.21%,0,0.00%,1263214,0.10%,14484672,1.10%
AJ2,93153352,第一金全球永續影響力投資多重資產基金 (本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金或收益平準金),201428,0.06%,47472,0.01%,0,0.00%,5468278,1.65%,789865,0.24%,0,0.00%,192160,0.06%,6699203,2.02%
AA2,508930,第一金量化日本基金,34252081,1.38%,0,0.00%,0,0.00%,35190619,1.42%,4540703,0.18%,0,0.00%,153907,0.01%,74137310,2.99%
AH22,568520,第一金美元優選收益非投資等級債券ETF基金 (本基金之配息來源可能為收益平準金),0,0.00%,0,0.00%,0,0.00%,9636345,0.24%,3373569,0.09%,0,0.00%,2080783,0.05%,15090697,0.38%
AB1,971080,匯豐安富基金,822747,0.08%,1436687,0.15%,0,0.00%,10668898,1.09%,1822048,0.19%,0,0.00%,210117,0.02%,14960497,1.53%
AA1,76941376,匯豐成功基金,281742,0.06%,496356,0.10%,0,0.00%,3170506,0.64%,634098,0.13%,0,0.00%,173302,0.03%,4756004,0.96%
AA1,1031298,匯豐龍鳳基金,3465222,0.11%,5835929,0.19%,0,0.00%,33092349,1.08%,3334548,0.11%,0,0.00%,173372,0.01%,45901420,1.50%
AA1,92017794,匯豐龍騰電子基金,3579181,0.22%,6046566,0.36%,0,0.00%,18117004,1.09%,2264625,0.14%,0,0.00%,173322,0.01%,30180698,1.82%
AA1,73987671,匯豐台灣精典基金,1323795,0.13%,2173758,0.22%,0,0.00%,13489787,1.36%,1169126,0.12%,0,0.00%,173352,0.02%,18329818,1.85%
AA2,48686374,匯豐金磚動力基金,1379802,0.14%,744647,0.08%,0,0.00%,17384106,1.82%,2781455,0.29%,0,0.00%,722865,0.08%,23012875,2.41%
AA2,48784327,匯豐新鑽動力基金,669654,0.10%,494578,0.08%,0,0.00%,11674751,1.82%,1867965,0.29%,0,0.00%,493719,0.08%,15200667,2.37%
AE21,48865209,匯豐全球趨勢組合基金,17042,0.00%,0,0.00%,0,0.00%,4389123,1.09%,475489,0.12%,0,0.00%,190960,0.05%,5072614,1.26%
AA2,48925001,匯豐全球關鍵資源基金,792950,0.09%,106492,0.01%,0,0.00%,13763235,1.64%,2064491,0.25%,0,0.00%,302236,0.04%,17029404,2.03%
AA2,25500903,匯豐中國動力基金,1059969,0.21%,499636,0.10%,0,0.00%,8409055,1.64%,1167919,0.23%,0,0.00%,504370,0.10%,11640949,2.27%
AC21,25695077,匯豐資源豐富國家收益基金 (本基金有一定比重投資於非投資等級之高風險債券且配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,7808435,1.06%,1676954,0.23%,0,0.00%,459464,0.06%,9944853,1.35%
AA2,38482745,匯豐中國A股匯聚基金,11415109,0.47%,3331983,0.14%,0,0.00%,39911010,1.64%,5764923,0.24%,0,0.00%,709562,0.03%,61132587,2.51%
AE23,88183314,匯豐ESG永續多元資產組合基金 (本基金有相當比重投資於非投資等級之高風險債券基金且本基金配息來源可能為本金及收益平準金),590694,0.12%,11001,0.00%,0,0.00%,5392317,1.09%,629110,0.13%,0,0.00%,191760,0.04%,6814882,1.38%
AA2,88393254,匯豐全球基礎建設收益基金 (本基金配息來源可能為本金及收益平準金),541032,0.11%,366954,0.07%,0,0.00%,8112812,1.64%,1171853,0.24%,0,0.00%,233161,0.05%,10425812,2.10%
AJ2,93218643,匯豐超核心多重資產基金 (本基金有一定比重投資於非投資等級之高風險債券),1015064,0.04%,236347,0.01%,0,0.00%,40887557,1.64%,5905970,0.24%,0,0.00%,356532,0.01%,48401470,1.94%
AJ2,510387,匯豐超核心優化多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且本基金配息來源可能為本金及收益平準金),1080676,0.11%,395340,0.04%,0,0.00%,16722868,1.64%,2508426,0.25%,0,0.00%,222263,0.02%,20929573,2.05%
AA1,974066,元大2001基金,7645102,0.24%,12948853,0.40%,0,0.00%,35497687,1.10%,5916294,0.18%,0,0.00%,241084,0.01%,62249020,1.93%
AA1,1032058,元大多福基金,8905800,0.20%,15406668,0.35%,0,0.00%,59713494,1.37%,5971355,0.14%,0,0.00%,357550,0.01%,90354867,2.08%
AA1,92001765,元大多多基金,8059912,0.71%,11725638,1.03%,0,0.00%,18149240,1.60%,1555660,0.14%,0,0.00%,187574,0.02%,39678024,3.50%
AD1,92017204,元大得利貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,22678950,0.06%,9719541,0.03%,0,0.00%,1552637,0.00%,33951128,0.10%
AA1,92026219,元大卓越基金,13633424,0.24%,22460003,0.40%,0,0.00%,82154459,1.46%,6161591,0.11%,0,0.00%,184419,0.00%,124593896,2.22%
AA1,20080023,元大店頭基金,2243805,0.21%,3814233,0.35%,0,0.00%,16009903,1.46%,1500925,0.14%,0,0.00%,170361,0.02%,23739227,2.17%
AD1,20081331,元大萬泰貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,19458575,0.06%,9034331,0.03%,0,0.00%,1354253,0.00%,29847159,0.10%
AA1,81584335,元大高科技基金,26650380,0.51%,43784269,0.84%,0,0.00%,76141915,1.46%,7138307,0.14%,0,0.00%,311742,0.01%,154026613,2.96%
AA1,83863951,元大經貿基金,3811298,0.23%,6568755,0.39%,0,0.00%,24452408,1.46%,2292402,0.14%,0,0.00%,170236,0.01%,37295099,2.23%
AA1,17139204,元大新主流基金,22944442,0.76%,37803238,1.25%,0,0.00%,44382814,1.46%,4160891,0.14%,0,0.00%,240974,0.01%,109532359,3.61%
AD1,13530495,元大得寶貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,11198284,0.06%,4799260,0.03%,0,0.00%,1019957,0.01%,17017501,0.10%
AH11,98764389,元大台灣卓越50基金,30235908,0.00%,67143799,0.01%,0,0.00%,641863042,0.10%,169876004,0.03%,0,0.00%,291145513,0.05%,1200264266,0.20%
AI1,99346928,元大台灣加權股價指數基金,6239150,0.05%,11588254,0.10%,0,0.00%,65087135,0.55%,10847834,0.09%,0,0.00%,2595791,0.02%,96358164,0.81%
AE23,99967974,元大全球ETF穩健組合基金,1339164,0.09%,29003,0.00%,0,0.00%,13501212,0.91%,1910084,0.13%,0,0.00%,198256,0.01%,16977719,1.14%
AG,21718388,元大全球不動產證券化基金 (基金之配息來源可能為本金),1884098,0.14%,119280,0.01%,0,0.00%,22554530,1.65%,3132561,0.23%,0,0.00%,207642,0.02%,27898111,2.04%
AA2,48708243,元大亞太成長基金,825211,0.10%,157254,0.02%,0,0.00%,14274609,1.65%,2061887,0.24%,0,0.00%,189804,0.02%,17508765,2.02%
AE21,48760113,元大全球新興市場精選組合基金,324134,0.08%,0,0.00%,0,0.00%,4688437,1.10%,507927,0.12%,0,0.00%,181542,0.04%,5702040,1.34%
AH11,48772770,元大台灣中型100基金,861670,0.04%,1465619,0.07%,0,0.00%,7183176,0.37%,628516,0.03%,0,0.00%,1470993,0.07%,11609974,0.59%
AE21,48789815,元大全球ETF成長組合基金,1735135,0.12%,1356,0.00%,0,0.00%,15287337,1.10%,1783531,0.13%,0,0.00%,170746,0.01%,18978105,1.36%
AG,48885346,元大全球地產建設入息基金 (本基金之配息來源可能為本金且並無保證收益及配息),535650,0.12%,26919,0.01%,0,0.00%,6948793,1.60%,992693,0.23%,0,0.00%,186392,0.04%,8690447,2.00%
AH11,48903175,元大台灣金融基金,300136,0.01%,490658,0.02%,0,0.00%,7680664,0.37%,672066,0.03%,0,0.00%,1625282,0.08%,10768806,0.51%
AH11,48903196,元大台灣電子科技基金,4370,0.00%,10197,0.00%,0,0.00%,2086848,0.37%,182582,0.03%,0,0.00%,587197,0.10%,2871194,0.50%
AH11,48966213,元大台灣高股息基金 (本基金之配息來源可能為收益平準金且並無保證收益及配息),218290300,0.05%,385236255,0.09%,0,0.00%,1237514235,0.27%,144376660,0.03%,0,0.00%,204402128,0.05%,2189819578,0.49%
AA2,10348058,元大全球農業商機基金,458494,0.12%,1794,0.00%,0,0.00%,6281220,1.69%,916715,0.25%,0,0.00%,178807,0.05%,7837030,2.11%
AA2,25520400,元大新中國基金,546044,0.07%,339828,0.04%,0,0.00%,13369447,1.64%,1944696,0.24%,0,0.00%,198002,0.02%,16398017,2.01%
AI2,25591306,元大大中華價值指數基金,237690,0.05%,69653,0.01%,0,0.00%,4414221,0.92%,706270,0.15%,0,0.00%,820517,0.17%,6248351,1.30%
AH21,25610486,元大標智滬深300基金,910911,0.03%,9454,0.00%,1280202,0.05%,7706125,0.27%,2568706,0.09%,0,0.00%,484765,0.02%,10399759,0.37%
AA2,25622390,元大印度基金,422199,0.09%,65599,0.01%,0,0.00%,8045146,1.65%,1251461,0.26%,0,0.00%,682376,0.14%,10466781,2.14%
AA2,25643156,元大新興亞洲基金,1101963,0.21%,537579,0.10%,0,0.00%,9450558,1.83%,1323093,0.26%,0,0.00%,608300,0.12%,13021493,2.52%
AI2,26203846,元大印尼指數基金,241426,0.12%,29479,0.02%,0,0.00%,2235422,1.14%,286130,0.15%,0,0.00%,359303,0.18%,3151760,1.61%
AI2,26203851,元大巴西指數基金,75349,0.04%,23960,0.01%,0,0.00%,2093980,1.14%,335042,0.18%,0,0.00%,361823,0.20%,2890154,1.58%
AH11,26282102,元大富櫃50基金,257135,0.07%,418919,0.11%,239227,0.06%,1411764,0.37%,123527,0.03%,0,0.00%,316534,0.08%,2288652,0.59%
AH11,26306553,元大摩臺基金,99669,0.01%,173519,0.02%,0,0.00%,2630170,0.27%,306864,0.03%,0,0.00%,792174,0.08%,4002396,0.42%
AH21,31830488,元大上證50基金,1106778,0.08%,30836,0.00%,2869909,0.22%,12058463,0.91%,1218020,0.09%,0,0.00%,1444670,0.11%,12988858,0.98%
AD2,38546966,元大人民幣貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,1024133,0.27%,341364,0.09%,0,0.00%,193640,0.05%,1559137,0.42%
AH13,38619904,元大台灣50單日正向2倍基金,20974880,0.05%,41806874,0.10%,33237429,0.08%,370941759,0.92%,14837669,0.04%,0,0.00%,15811932,0.04%,431135685,1.06%
AH13,38619910,元大台灣50單日反向1倍基金,9706570,0.03%,19424183,0.05%,18828868,0.05%,333489904,0.92%,13339593,0.04%,0,0.00%,14584246,0.04%,371715628,1.02%
AA2,38639090,元大大中華TMT基金,665921,0.14%,816003,0.18%,0,0.00%,7632031,1.65%,1102413,0.24%,0,0.00%,495317,0.11%,10711685,2.31%
AH23,42300232,元大滬深300單日反向1倍基金,1234576,0.36%,0,0.00%,89818,0.03%,3070462,0.91%,651323,0.19%,0,0.00%,340313,0.10%,5206856,1.54%
AH23,42300253,元大滬深300單日正向2倍基金,190885595,0.66%,0,0.00%,35454960,0.12%,258852934,0.90%,60581172,0.21%,0,0.00%,10064219,0.03%,484928960,1.68%
AA2,42307684,元大全球股票入息基金 (本基金之配息來源可能為本金且並無保證收益及配息),214157,0.04%,10903,0.00%,0,0.00%,8563434,1.64%,1236939,0.24%,0,0.00%,173918,0.03%,10199351,1.96%
AC21,42321314,元大新興印尼機會債券基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,5199180,0.92%,1299766,0.23%,0,0.00%,195683,0.03%,6694629,1.18%
AH23,42333563,元大標普500單日反向1倍基金,78375,0.01%,0,0.00%,55916,0.01%,7106215,0.91%,1292042,0.16%,0,0.00%,990133,0.13%,9410849,1.20%
AH23,42333579,元大標普500單日正向2倍基金,202643,0.02%,0,0.00%,783483,0.08%,9204815,0.91%,1673611,0.16%,0,0.00%,1025345,0.10%,11322931,1.11%
AH21,42333613,元大標普500基金,6723574,0.02%,41480,0.00%,22722573,0.07%,87229114,0.27%,17445829,0.05%,0,0.00%,14912429,0.05%,103629853,0.33%
AD2,42381754,元大美元貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,1137886,0.14%,531006,0.06%,0,0.00%,195677,0.02%,1864569,0.22%
AH21,42398663,元大日經225基金,1711529,0.11%,0,0.00%,4551512,0.31%,6766624,0.45%,2724443,0.18%,0,0.00%,1478094,0.10%,8129178,0.55%
AH21,42398684,元大歐洲50基金,234652,0.07%,159372,0.05%,444564,0.13%,1525061,0.46%,732012,0.22%,0,0.00%,710140,0.21%,2916673,0.88%
AB2,42403764,元大新東協平衡基金 (本基金有相當比重投資於非投資等級之高風險債券),430118,0.10%,48847,0.01%,0,0.00%,6344776,1.46%,1031034,0.24%,0,0.00%,221676,0.05%,8076451,1.86%
AH24,42461567,元大美國政府20年期(以上)債券單日正向2倍基金,11036548,0.04%,0,0.00%,0,0.00%,187752564,0.69%,52570716,0.19%,0,0.00%,12090545,0.04%,263450373,0.96%
AH22,42461573,元大美國政府20年期(以上)債券基金 (本基金之配息來源可能為收益平準金),0,0.00%,0,0.00%,0,0.00%,234865096,0.09%,93946027,0.04%,0,0.00%,12157059,0.00%,340968182,0.13%
AH24,42461588,元大美國政府20年期(以上)債券單日反向1倍基金,50921,0.03%,0,0.00%,0,0.00%,1388268,0.69%,296148,0.15%,0,0.00%,991147,0.49%,2726484,1.35%
AH22,42469744,元大美國政府7至10年期債券基金,0,0.00%,0,0.00%,0,0.00%,3936434,0.18%,1968226,0.09%,0,0.00%,1344757,0.06%,7249417,0.34%
AH11,42540916,元大台灣高股息低波動ETF基金 (本基金之配息來源可能為收益平準金且並無保證收益及配息),157022310,0.11%,239294569,0.17%,129585940,0.09%,387712248,0.27%,45233102,0.03%,0,0.00%,51430907,0.04%,751107196,0.53%
AI2,42525387,元大亞太優質高股息100指數基金 (基金之收益分配由經理公司得依收益之情況自行決定當季配息型受益權單位配息與否及分配之金額，故每季分配之金額並非一定相同且並無保證收益及配息),25553,0.02%,3260,0.00%,0,0.00%,1362916,1.10%,249890,0.20%,0,0.00%,831845,0.67%,2473464,1.99%
AH22,42552623,元大20年期以上BBB級美元公司債券ETF基金 (本基金之配息來源可能為收益平準金),0,0.00%,0,0.00%,0,0.00%,376482387,0.27%,62747056,0.05%,0,0.00%,45400422,0.03%,484629865,0.35%
AH22,42552659,元大美國政府1至3年期債券ETF基金,0,0.00%,0,0.00%,0,0.00%,9472502,0.06%,8119294,0.05%,0,0.00%,5417911,0.04%,23009707,0.16%
AH21,72963026,元大MSCI中國A股國際通ETF基金,524611,0.07%,7622,0.00%,960130,0.13%,4784873,0.64%,683555,0.09%,0,0.00%,1026306,0.14%,6066837,0.81%
AH22,73656187,元大20年期以上AAA至A級美元公司債券ETF基金 (本基金之配息來源可能為收益平準金),0,0.00%,0,0.00%,0,0.00%,248430540,0.16%,69008477,0.05%,0,0.00%,30176573,0.02%,347615590,0.23%
AH21,73694555,元大全球人工智慧ETF基金,1899728,0.05%,168218,0.00%,3436345,0.09%,32277409,0.82%,9324576,0.24%,0,0.00%,3004233,0.08%,43237819,1.10%
AH22,74722571,元大10年期以上美元投資級銀行債券ETF基金,0,0.00%,0,0.00%,0,0.00%,3262440,0.27%,1087484,0.09%,0,0.00%,806960,0.07%,5156884,0.43%
AH22,74722592,元大10年期以上美元投資級醫療保健債券ETF基金,0,0.00%,0,0.00%,0,0.00%,1528615,0.27%,509529,0.09%,0,0.00%,661554,0.12%,2699698,0.48%
AH22,74722657,元大10年期以上美元投資級公共事業電能債券ETF基金,0,0.00%,0,0.00%,0,0.00%,3094308,0.27%,1031452,0.09%,0,0.00%,796827,0.07%,4922587,0.44%
AH21,74705236,元大標普美國高息特別股ETF基金 (本基金並無保證收益及配息),22880,0.01%,745,0.00%,70494,0.03%,1376308,0.50%,500476,0.18%,0,0.00%,786822,0.29%,2616737,0.96%
AK1,75970921,元大台灣高股息ETF連結基金 (本基金並無保證收益及配息),1330397,0.04%,428995,0.01%,0,0.00%,391186,0.01%,579331,0.02%,0,0.00%,226292,0.01%,2956201,0.09%
