類型代號,基金統編,基金名稱,手續費_累積金額,手續費_比率,交易稅_累積金額,交易稅_比率,經理費_累積金額,經理費_比率,保管費_累積金額,保管費_比率,保證費_累積金額,保證費_比率,其他項費用_累積金額,其他項費用_比率,合計_累積金額,合計_比率
AD1,20081472,第一金台灣貨幣市場基金,0,0.00%,0,0.00%,20521225,0.05%,16416982,0.04%,0,0.00%,1052477,0.00%,37990684,0.09%
AA1,20092528,第一金店頭市場基金,957991,0.30%,1724636,0.53%,5191437,1.60%,486696,0.15%,0,0.00%,180910,0.06%,8541670,2.63%
AA1,73989002,第一金小型精選基金,2158297,0.39%,3702948,0.66%,8912466,1.60%,835545,0.15%,0,0.00%,181025,0.03%,15790281,2.83%
AA1,19341318,第一金電子基金,2796310,0.22%,4841482,0.38%,20190296,1.60%,1892842,0.15%,0,0.00%,180630,0.01%,29901560,2.37%
AA2,17612378,第一金亞洲科技基金,273543,0.05%,245431,0.05%,9106813,1.75%,1353007,0.26%,0,0.00%,203383,0.04%,11182177,2.15%
AB1,99353151,第一金中概平衡基金,1230114,0.45%,1970555,0.72%,3306497,1.20%,330645,0.12%,0,0.00%,180509,0.07%,7018320,2.55%
AG,48892846,第一金全球不動產證券化基金 (本基金之配息來源可能為本金),70730,0.05%,3994,0.00%,2477941,1.75%,325671,0.23%,0,0.00%,181990,0.13%,3060326,2.16%
AA2,10338642,第一金全球大趨勢基金,244320,0.06%,42521,0.01%,7421563,1.85%,962795,0.24%,0,0.00%,200085,0.05%,8871284,2.21%
AC23,25593418,第一金全球高收益債券基金 (本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),0,0.00%,0,0.00%,29513272,1.50%,3349273,0.17%,0,0.00%,206040,0.01%,33068585,1.68%
AA2,25620512,第一金中國世紀基金,1414900,0.10%,1085370,0.08%,25747474,1.80%,3575999,0.25%,0,0.00%,739652,0.05%,32563395,2.28%
AA2,25652648,第一金亞洲新興市場基金,273828,0.08%,170540,0.05%,5993120,1.85%,842279,0.26%,0,0.00%,420191,0.13%,7699958,2.38%
AA1,26202396,第一金創新趨勢基金,1810874,0.13%,3131484,0.23%,21671430,1.60%,2167133,0.16%,0,0.00%,181267,0.01%,28962188,2.14%
AD2,38646796,第一金人民幣貨幣市場基金,0,0.00%,0,0.00%,1191305,0.40%,327623,0.11%,0,0.00%,180201,0.06%,1699129,0.57%
AA2,42399017,第一金全球AI機器人及自動化產業基金,2346254,0.06%,406072,0.01%,72544366,1.99%,9459526,0.26%,0,0.00%,165439,0.00%,84921657,2.33%
AA2,42455621,第一金全球AI FinTech金融科技基金,1644924,0.14%,196503,0.02%,23566323,2.00%,3063602,0.26%,0,0.00%,231064,0.02%,28702416,2.44%
AE23,42480678,第一金全球大四喜收益組合基金 (本基金得投資於非投資等級之高風險債券基金且本基金之配息來源可能為本金),83428,0.06%,102,0.00%,1937153,1.30%,223517,0.15%,0,0.00%,200560,0.13%,2444760,1.64%
AA2,42539761,第一金全球水電瓦斯及基礎建設收益基金 (本基金之配息來源可能為本金),5397654,0.17%,2441338,0.08%,55639500,1.76%,8240850,0.26%,0,0.00%,220830,0.01%,71940172,2.27%
AH11,72949242,第一金臺灣工業菁英30 ETF基金,1518342,0.17%,1657552,0.18%,3596323,0.40%,314683,0.04%,0,0.00%,828381,0.09%,7915281,0.88%
AA2,72960196,第一金全球AI精準醫療基金,8627072,0.23%,1300534,0.03%,72540205,1.95%,10424977,0.28%,0,0.00%,247346,0.01%,93140134,2.50%
AA2,73723123,第一金全球AI人工智慧基金,4797905,0.20%,104232,0.00%,46984197,2.00%,6342874,0.27%,0,0.00%,224475,0.01%,58453683,2.49%
AH22,75970725,第一金彭博巴克萊美國10年期以上金融債券指數ETF基金,0,0.00%,0,0.00%,1448382,0.20%,1086274,0.15%,0,0.00%,771036,0.11%,3305692,0.46%
AC21,76305220,第一金美國100大企業債券基金 (本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),0,0.00%,0,0.00%,22974423,1.18%,3894643,0.20%,0,0.00%,208753,0.01%,27077819,1.39%
AC21,76348683,第一金全球富裕國家債券基金 (本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),0,0.00%,0,0.00%,16168127,1.20%,3368425,0.25%,0,0.00%,163873,0.01%,19700425,1.46%
AC21,77813048,第一金四年到期新興市場投資級債券基金 (本基金有相當比重得投資於非投資等級之高風險債券且配息來源可能為本金),0,0.00%,0,0.00%,41488929,1.60%,3115634,0.12%,0,0.00%,162203,0.01%,44766766,1.72%
AA2,88101307,第一金全球Fitness健康瘦身基金,1136396,0.19%,202981,0.03%,10848661,1.80%,1627275,0.27%,0,0.00%,167818,0.03%,13983131,2.32%
AA2,88101313,第一金全球Pet毛小孩基金,350474,0.11%,62516,0.02%,5767328,1.80%,865091,0.27%,0,0.00%,160420,0.05%,7205829,2.25%
AA2,88101334,第一金全球eSports電競基金,2536041,0.13%,530715,0.03%,33154868,1.72%,5208952,0.27%,0,0.00%,179386,0.01%,41609962,2.16%
AC21,88132717,第一金四至六年機動到期全球富裕國家投資級債券基金 (本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),0,0.00%,0,0.00%,45122055,3.18%,1551896,0.11%,0,0.00%,161944,0.01%,46835895,3.30%
AB1,971080,匯豐安富基金,362278,0.04%,665622,0.08%,9737602,1.20%,2000000,0.25%,0,0.00%,207347,0.03%,12972849,1.60%
AA1,76941376,匯豐成功基金,892986,0.15%,1523639,0.25%,4285079,0.70%,857005,0.14%,0,0.00%,165406,0.03%,7724115,1.26%
AA1,1031298,匯豐龍鳳基金,1777154,0.07%,3010462,0.13%,28464252,1.20%,2846462,0.12%,0,0.00%,165637,0.01%,36263967,1.53%
AA1,92017794,匯豐龍騰電子基金,1384844,0.10%,2493382,0.17%,17208168,1.20%,2151020,0.15%,0,0.00%,165500,0.01%,23402914,1.63%
AA1,73987671,匯豐台灣精典基金,583828,0.08%,1024863,0.13%,11638313,1.50%,1008650,0.13%,0,0.00%,165706,0.02%,14421360,1.86%
AA2,48686374,匯豐金磚動力基金,2392446,0.16%,1538612,0.10%,29965163,2.00%,4794435,0.32%,0,0.00%,987126,0.07%,39677782,2.65%
AA2,48784327,匯豐新鑽動力基金,1004061,0.12%,835389,0.10%,16498122,2.00%,2639695,0.32%,0,0.00%,539411,0.07%,21516678,2.61%
AE21,48865209,匯豐全球趨勢組合基金,130818,0.04%,0,0.00%,4313817,1.20%,467336,0.13%,0,0.00%,170060,0.05%,5082031,1.41%
AA2,48925001,匯豐全球關鍵資源基金,3205767,0.34%,749606,0.08%,16859586,1.80%,2528929,0.27%,0,0.00%,519680,0.06%,23863568,2.55%
AA2,25500903,匯豐中國動力基金,1205337,0.18%,743205,0.11%,11875430,1.80%,1649366,0.25%,0,0.00%,1068375,0.16%,16541713,2.51%
AE22,25617919,匯豐雙高收益債券組合基金 (本基金有相當比重投資於高風險非投資等級債券基金),0,0.00%,0,0.00%,902407,1.00%,126847,0.14%,0,0.00%,170060,0.19%,1199314,1.32%
AA2,25651866,匯豐黃金及礦業股票型基金,2256220,0.58%,800475,0.21%,7018800,1.80%,1052827,0.27%,0,0.00%,335720,0.09%,11464042,2.94%
AC21,25695077,匯豐資源豐富國家債券基金 (本基金有一定比重投資於非投資等級之高風險債券且配息來源可能為本金),0,0.00%,0,0.00%,10537695,1.20%,2195354,0.25%,0,0.00%,193800,0.02%,12926849,1.47%
AC23,26286281,匯豐亞洲高收益債券基金 (本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),0,0.00%,0,0.00%,7843007,1.50%,1150316,0.22%,0,0.00%,170201,0.03%,9163524,1.75%
AC23,26396604,匯豐中國高收益債券基金 (本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),0,0.00%,0,0.00%,4546500,1.08%,965440,0.23%,0,0.00%,171479,0.04%,5683419,1.35%
AA2,38482745,匯豐中國A股匯聚基金,17308687,0.67%,9254926,0.36%,46552091,1.80%,6724186,0.26%,0,0.00%,3713325,0.14%,83553215,3.23%
AB2,38647535,匯豐中國多元資產入息平衡基金 (本基金有相當比重投資於非投資等級之高風險債券且本基金配息來源可能為本金),1524559,0.22%,774862,0.11%,10434690,1.50%,1739109,0.25%,0,0.00%,3243263,0.47%,17716483,2.55%
AA2,42325064,匯豐中國科技精選基金,1058341,0.18%,569078,0.09%,12084574,2.00%,1570984,0.26%,0,0.00%,1065999,0.18%,16348976,2.71%
AC21,76973003,匯豐三至四年目標到期新興亞洲債券基金 (本基金有一定比重投資於非投資等級之高風險債券且配息來源可能為本金),0,0.00%,0,0.00%,9953736,1.00%,1194433,0.12%,0,0.00%,170060,0.02%,11318229,1.14%
AE23,88183314,匯豐ESG永續多元資產組合基金 (本基金有相當比重投資於非投資等級之高風險債券基金且本基金配息來源可能為本金及收益平準金),977566,0.07%,0,0.00%,2855112,0.22%,333098,0.03%,0,0.00%,91022,0.01%,4256798,0.32%
AA1,974066,元大2001基金,12900729,0.71%,20749128,1.14%,21757044,1.20%,3626163,0.20%,0,0.00%,180400,0.01%,59213464,3.27%
AA1,1032058,元大多福基金,9879747,0.36%,15464922,0.56%,41331299,1.50%,4138597,0.15%,0,0.00%,230575,0.01%,71045140,2.57%
AA1,92001765,元大多多基金,3017805,0.35%,5206303,0.60%,15269030,1.75%,1308777,0.15%,0,0.00%,200327,0.02%,25002242,2.87%
AD1,92017204,元大得利貨幣市場基金,0,0.00%,0,0.00%,18586558,0.07%,7965676,0.03%,0,0.00%,1128568,0.00%,27680802,0.10%
AA1,92026219,元大卓越基金,22022251,0.51%,35535805,0.83%,68550391,1.60%,5141268,0.12%,0,0.00%,180437,0.00%,131430152,3.07%
AA1,20080023,元大店頭基金,4814636,0.46%,7995272,0.77%,16664580,1.60%,1562307,0.15%,0,0.00%,150345,0.01%,31187140,2.99%
AD1,20081331,元大萬泰貨幣市場基金,0,0.00%,0,0.00%,20570699,0.07%,9550678,0.03%,0,0.00%,1665475,0.01%,31786852,0.11%
AA1,81584335,元大高科技基金,16033718,0.33%,25480408,0.53%,77367863,1.60%,7253242,0.15%,0,0.00%,255550,0.01%,126390781,2.61%
AA1,83863951,元大經貿基金,9083501,0.61%,14566702,0.97%,23965299,1.60%,2246747,0.15%,0,0.00%,150357,0.01%,50012606,3.34%
AA1,17139204,元大新主流基金,7868971,0.32%,12871267,0.53%,39038659,1.60%,3659873,0.15%,0,0.00%,210420,0.01%,63649190,2.61%
AD1,13530495,元大得寶貨幣市場基金,0,0.00%,0,0.00%,11346138,0.07%,4862645,0.03%,0,0.00%,1143514,0.01%,17352297,0.11%
AH11,98764389,元大台灣卓越50基金,22516138,0.01%,39253223,0.02%,513499476,0.32%,56163991,0.04%,0,0.00%,98873517,0.06%,730306345,0.46%
AI1,99346928,元大台灣加權股價指數基金,2115582,0.04%,1993059,0.04%,33653514,0.70%,4807652,0.10%,0,0.00%,1221374,0.03%,43791181,0.91%
AE23,99967974,元大全球ETF穩健組合基金,791176,0.07%,45839,0.00%,10628588,0.99%,1502167,0.14%,0,0.00%,150445,0.01%,13118215,1.22%
AG,21718388,元大全球不動產證券化基金 (基金之配息來源可能為本金),6293808,0.29%,273344,0.01%,38437440,1.80%,5338505,0.25%,0,0.00%,247579,0.01%,50590676,2.37%
AA2,48708243,元大亞太成長基金,3196099,0.44%,986996,0.14%,12952232,1.80%,1871593,0.26%,0,0.00%,299815,0.04%,19306735,2.68%
AE21,48760113,元大全球新興市場精選組合基金,45119,0.01%,136,0.00%,6512548,1.20%,705527,0.13%,0,0.00%,180000,0.03%,7443330,1.37%
AH11,48772770,元大台灣中型100基金,436662,0.08%,720159,0.13%,2281283,0.40%,199613,0.04%,0,0.00%,886970,0.16%,4524687,0.79%
AE21,48789815,元大全球ETF成長組合基金,1797396,0.20%,2462,0.00%,10585894,1.20%,1235020,0.14%,0,0.00%,150014,0.02%,13770786,1.56%
AG,48885346,元大全球地產建設入息基金 (基金之配息來源可能為本金),1440582,0.22%,59208,0.01%,11428036,1.75%,1632556,0.25%,0,0.00%,191855,0.03%,14752237,2.26%
AH11,48903175,元大台灣金融基金,123883,0.01%,225074,0.03%,3370810,0.40%,294953,0.04%,0,0.00%,891592,0.11%,4906312,0.58%
AH11,48903180,元大台商收成基金,105052,0.05%,163138,0.07%,871636,0.40%,76264,0.04%,0,0.00%,1468731,0.67%,2684821,1.23%
AH11,48903196,元大台灣電子科技基金,39854,0.01%,56972,0.02%,1423701,0.40%,124581,0.04%,0,0.00%,518901,0.15%,2164009,0.61%
AA2,48952816,元大全球公用能源效率基金 (基金之配息來源可能為本金),582768,0.11%,200809,0.04%,9287148,1.80%,1341465,0.26%,0,0.00%,188153,0.04%,11600343,2.25%
AH11,48966213,元大台灣高股息基金,92357661,0.11%,176341723,0.21%,250267369,0.30%,29197860,0.04%,0,0.00%,69973057,0.08%,618137670,0.74%
AA2,10348058,元大全球農業商機基金,514442,0.15%,392,0.00%,6416633,1.85%,936470,0.27%,0,0.00%,163153,0.05%,8031090,2.32%
AA2,25520400,元大新中國基金,3574476,0.27%,974444,0.07%,24145464,1.80%,3487662,0.26%,0,0.00%,255103,0.02%,32437149,2.42%
AI2,25591306,元大大中華價值指數基金,409723,0.08%,471146,0.09%,5075931,1.00%,812138,0.16%,0,0.00%,909686,0.18%,7678624,1.51%
AH21,25610486,元大標智滬深300基金,773853,0.02%,9069,0.00%,10113057,0.30%,3371014,0.10%,0,0.00%,557990,0.02%,14824983,0.44%
AA2,25622390,元大印度基金,1025043,0.27%,88690,0.02%,6740364,1.80%,1048501,0.28%,0,0.00%,1001804,0.27%,9904402,2.64%
AA2,25643156,元大新興亞洲基金,2101296,0.33%,634989,0.10%,12856511,2.00%,1799905,0.28%,0,0.00%,440627,0.07%,17833328,2.77%
AI2,26203846,元大印尼指數基金,265859,0.11%,34329,0.01%,2985233,1.25%,382109,0.16%,0,0.00%,397899,0.17%,4065429,1.70%
AI2,26203851,元大巴西指數基金,257249,0.10%,90100,0.04%,3131315,1.25%,501011,0.20%,0,0.00%,428206,0.17%,4407881,1.76%
AA2,26206323,元大華夏中小基金,1297505,0.19%,415531,0.06%,12119239,1.80%,1750536,0.26%,0,0.00%,174848,0.03%,15757659,2.34%
AH11,26282102,元大富櫃50基金,390497,0.14%,666162,0.24%,1090122,0.40%,95385,0.04%,0,0.00%,304081,0.11%,2546247,0.93%
AH11,26306553,元大摩臺基金,53265,0.01%,84727,0.01%,2152080,0.30%,251069,0.04%,0,0.00%,658431,0.09%,3199572,0.45%
AB2,31830473,元大中國平衡基金 (本基金有相當比重得投資於非投資等級之高風險債券),1306299,0.25%,405766,0.08%,7907919,1.50%,1318000,0.25%,0,0.00%,185604,0.04%,11123588,2.11%
AH21,31830488,元大上證50基金,1336086,0.09%,59685,0.00%,15288826,0.99%,1544333,0.10%,0,0.00%,2707530,0.18%,20936460,1.36%
AI2,31931789,元大亞太政府公債指數基金,0,0.00%,0,0.00%,1722426,0.70%,565938,0.23%,0,0.00%,443850,0.18%,2732214,1.11%
AD2,38546966,元大人民幣貨幣市場基金,0,0.00%,0,0.00%,2016336,0.30%,672107,0.10%,0,0.00%,204495,0.03%,2892938,0.43%
AH13,38619904,元大台灣50單日正向2倍基金 (本基金為策略交易型產品且投資具有槓桿操作風險，故本基金不適合長期持有，僅符合臺灣證券交易所訂適格條件之投資人始得交易),10163900,0.07%,14759632,0.11%,139061146,1.00%,5562453,0.04%,0,0.00%,6528139,0.05%,176075270,1.27%
AH13,38619910,元大台灣50單日反向1倍基金 (本基金為策略交易型產品且投資具有反向操作風險，故本基金不適合長期持有，僅符合臺灣證券交易所訂適格條件之投資人始得交易),22686160,0.04%,32789386,0.05%,599573531,1.00%,23982933,0.04%,0,0.00%,23555832,0.04%,702587842,1.17%
AA2,38639090,元大大中華TMT基金,3552280,0.43%,756076,0.09%,14912796,1.80%,2154089,0.26%,0,0.00%,1504744,0.18%,22879985,2.76%
AH23,42300232,元大滬深300單日反向1倍基金 (本基金為策略交易型產品且投資具有反向操作風險，故本基金不適合長期持有，僅符合臺灣證券交易所訂適格條件之投資人始得交易),1345521,0.31%,1000,0.00%,4258980,0.99%,903395,0.21%,0,0.00%,1177133,0.27%,7686029,1.79%
AH23,42300253,元大滬深300單日正向2倍基金 (本基金為策略交易型產品且投資具有槓桿操作風險，故本基金不適合長期持有，僅符合臺灣證券交易所訂適格條件之投資人始得交易),145849834,0.62%,1345,0.00%,230604964,0.98%,54151892,0.23%,0,0.00%,10726701,0.05%,441334736,1.88%
AA2,42307684,元大全球股票入息基金 (基金之配息來源可能為本金),1397735,0.38%,213734,0.06%,6633679,1.80%,958198,0.26%,0,0.00%,232198,0.06%,9435544,2.56%
AC21,42321314,元大新興印尼機會債券基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),0,0.00%,0,0.00%,7933577,1.00%,1983396,0.25%,0,0.00%,186000,0.02%,10102973,1.27%
AH23,42333563,元大標普500單日反向1倍基金 (本基金為策略交易型產品且投資具有反向操作風險，故本基金不適合長期持有，僅符合臺灣證券交易所訂適格條件之投資人始得交易),219909,0.02%,0,0.00%,13313480,0.99%,2420618,0.18%,0,0.00%,1146101,0.09%,17100108,1.27%
AH23,42333579,元大標普500單日正向2倍基金 (本基金為策略交易型產品且投資具有槓桿操作風險，故本基金不適合長期持有，僅符合臺灣證券交易所訂適格條件之投資人始得交易),111275,0.03%,0,0.00%,3498387,0.99%,706745,0.20%,0,0.00%,883049,0.25%,5199456,1.48%
AH21,42333613,元大標普500基金,1817633,0.03%,6756,0.00%,19363745,0.31%,13173160,0.21%,0,0.00%,3652431,0.06%,38013725,0.61%
AD2,42381754,元大美元貨幣市場基金,0,0.00%,0,0.00%,1568685,0.15%,732066,0.07%,0,0.00%,187904,0.02%,2488655,0.24%
AH21,42398663,元大日經225基金,63161,0.03%,0,0.00%,1134499,0.50%,453784,0.20%,0,0.00%,404248,0.18%,2055692,0.91%
AH21,42398684,元大歐洲50基金,86883,0.03%,0,0.00%,1293252,0.50%,620771,0.24%,0,0.00%,695205,0.27%,2696111,1.04%
AB2,42403764,元大新東協平衡基金 (本基金有相當比重投資於非投資等級之高風險債券),1701849,0.38%,209345,0.05%,7140690,1.60%,1160365,0.26%,0,0.00%,284922,0.06%,10497171,2.35%
AH24,42461567,元大美國政府20年期(以上)債券單日正向2倍基金 (本基金為策略交易型產品且投資具有槓桿操作風險，故本子基金不適合長期持有，僅符合臺灣證券交易所訂定之適格條件之投資人始得交易),148068,0.05%,0,0.00%,2265882,0.72%,662956,0.21%,0,0.00%,987293,0.31%,4064199,1.29%
AH22,42461573,元大美國政府20年期(以上)債券基金,0,0.00%,0,0.00%,21506228,0.15%,13591264,0.09%,0,0.00%,5760941,0.04%,40858433,0.28%
AH24,42461588,元大美國政府20年期(以上)債券單日反向1倍基金 (本基金為策略交易型產品且投資具有反向操作風險，故本子基金不適合長期持有，僅符合臺灣證券交易所訂定之適格條件之投資人始得交易),1961202,0.02%,0,0.00%,65213041,0.75%,13912118,0.16%,0,0.00%,4913181,0.06%,85999542,0.99%
AH22,42469744,元大美國政府7至10年期債券基金,0,0.00%,0,0.00%,600289,0.20%,510272,0.17%,0,0.00%,911893,0.30%,2022454,0.67%
AH11,42540916,元大台灣高股息低波動ETF基金,12886125,0.30%,15843214,0.37%,14080758,0.33%,1472683,0.03%,0,0.00%,2802001,0.07%,47084781,1.11%
AI2,42525387,元大亞太優質高股息100指數基金 (基金之收益分配由經理公司得依收益之情況自行決定當季配息型受益權單位配息與否及分配之金額，故每季分配之金額並非一定相同),120944,0.06%,5674,0.00%,2608278,1.20%,478190,0.22%,0,0.00%,875994,0.40%,4089080,1.88%
AH22,42552623,元大20年期以上BBB級美元公司債券ETF基金,0,0.00%,0,0.00%,96139807,0.30%,38455932,0.12%,0,0.00%,12071792,0.04%,146667531,0.46%
AH22,42552638,元大中國國債及政策性金融債3至5年期債券ETF基金,0,0.00%,0,0.00%,55016623,0.30%,22006639,0.12%,0,0.00%,7278125,0.04%,84301387,0.46%
AH22,42552659,元大美國政府1至3年期債券ETF基金,0,0.00%,0,0.00%,13550533,0.07%,11614745,0.06%,0,0.00%,7245301,0.04%,32410579,0.17%
AJ2,72935887,元大實質多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券),660580,0.19%,50853,0.01%,5530419,1.60%,898686,0.26%,0,0.00%,207971,0.06%,7348509,2.13%
AH21,72963026,元大MSCI中國A股國際通ETF基金,1078888,0.09%,65101,0.01%,8567920,0.70%,1223991,0.10%,0,0.00%,1431320,0.12%,12367220,1.01%
AH22,73656187,元大20年期以上AAA至A級美元公司債券ETF基金,0,0.00%,0,0.00%,96455149,0.18%,32151718,0.06%,0,0.00%,12116432,0.02%,140723299,0.26%
AH21,73694555,元大全球人工智慧ETF基金,1524149,0.13%,59595,0.01%,10118931,0.89%,2923250,0.26%,0,0.00%,1228182,0.11%,15854107,1.40%
AH22,74722571,元大10年期以上美元投資級銀行債券ETF基金,0,0.00%,0,0.00%,1008279,0.30%,336083,0.10%,0,0.00%,638563,0.19%,1982925,0.59%
AH22,74722592,元大10年期以上美元投資級醫療保健債券ETF基金,0,0.00%,0,0.00%,829457,0.30%,276491,0.10%,0,0.00%,631336,0.23%,1737284,0.63%
AH22,74722657,元大10年期以上美元投資級公共事業電能債券ETF基金,0,0.00%,0,0.00%,1628877,0.30%,542966,0.10%,0,0.00%,742594,0.14%,2914437,0.54%
AH21,74705236,元大標普美國高息特別股ETF基金,368670,0.04%,4418,0.00%,5081020,0.55%,1847654,0.20%,0,0.00%,1037565,0.11%,8339327,0.90%
AK1,75970921,元大台灣高股息ETF連結基金,637467,0.07%,133470,0.01%,159579,0.02%,195283,0.02%,0,0.00%,180000,0.02%,1305799,0.13%
AK1,75970963,元大台灣卓越50ETF連結基金,1999878,0.08%,245674,0.01%,467864,0.02%,495922,0.02%,0,0.00%,273171,0.01%,3482509,0.14%
AK1,75971153,元大富櫃50ETF連結基金,88945,0.08%,59479,0.05%,25834,0.02%,22978,0.02%,0,0.00%,151736,0.13%,348972,0.30%
AH11,76322163,元大臺灣ESG永續ETF基金,3095548,0.03%,4380881,0.05%,28634683,0.30%,3340709,0.03%,0,0.00%,4388403,0.05%,43840224,0.46%
AH21,76347684,元大全球未來通訊ETF基金,1786732,0.03%,2068107,0.03%,53663773,0.90%,13714086,0.23%,0,0.00%,4759168,0.08%,75991866,1.28%
AH22,76737557,元大15年期以上新興市場主權債ETF基金 (本基金有一定比重投資於非投資等級之高風險債券),0,0.00%,0,0.00%,29996861,0.20%,14998446,0.10%,0,0.00%,3047071,0.02%,48042378,0.32%
AA1,76959044,元大台灣高股息優質龍頭基金 (本基金之配息來源可能為收益平準金),54768846,0.16%,102070306,0.30%,295416158,0.86%,37621338,0.11%,0,0.00%,191437,0.00%,490068085,1.43%
AH21,77549343,元大全球未來關鍵科技ETF基金,5506032,0.07%,4237167,0.06%,67347687,0.90%,17211076,0.23%,0,0.00%,4381172,0.06%,98683134,1.32%
AA1,92019786,景順潛力基金,1438957,0.08%,2277108,0.12%,30085409,1.60%,2632474,0.14%,0,0.00%,170380,0.01%,36604328,1.94%
AD1,92025942,景順貨幣市場基金,0,0.00%,0,0.00%,773948,0.10%,271593,0.03%,0,0.00%,146201,0.02%,1191742,0.15%
AA2,97993482,景順全球科技基金,172148,0.01%,85365,0.00%,33615211,1.75%,4802176,0.25%,0,0.00%,185206,0.01%,38860106,2.02%
AA1,73989256,景順台灣科技基金,381657,0.06%,637987,0.09%,10854509,1.60%,949776,0.14%,0,0.00%,150330,0.02%,12974259,1.91%
AA1,17140568,景順主流基金,397064,0.06%,635049,0.09%,10787623,1.60%,943917,0.14%,0,0.00%,150400,0.02%,12914053,1.91%
AA2,14687516,景順全球康健基金,15955,0.00%,7976,0.00%,10119780,1.80%,955754,0.17%,0,0.00%,152959,0.03%,11252424,2.00%
AE23,42391079,景順全天候智慧組合基金 (本基金之配息來源可能為本金),36008,0.03%,982,0.00%,1482268,1.25%,177875,0.15%,0,0.00%,153443,0.13%,1850576,1.56%
